Pro,Con,Judges,Votes,Win
Lakeville North SD,Edina SJ,"Kathleen VanTieghem																																		Vikash Pandey																																		Brendan Kelley","Con																												Con																												Con","3-0																															CON"
Brentwood SC,Lincoln Southeast MF,"Isabella Nimm																																		Eva Vasilopoulos																																		Sally Pies","Con																												Con																												Pro","2-1																															CON"
Lakeville North LM,Theodore Roosevelt GA,"Lydia Magalhaes																																		Sam Porter																																		Dylan Seibel","Con																												Con																												Con","3-0																															CON"
Acton-Boxborough LJ,Dhruv Prakash,"Kyle Werner																																		Zach Harnden																																		Marisa Mayo She/Her","Con																												Pro																												Con","2-1																															CON"
Edina RW,SF Roosevelt KM,"Dylan Morgan																																		Loc Nguyen																																		Zhihua Jiang","Pro																												Con																												Pro","2-1																															PRO"
Dulles MB,Brentwood KN,"Maddie Cook																																		Charlie Jackson																																		Lillian Albrecht","Con																												Con																												Con","3-0																															CON"
Lincoln Southwest CO,Edina WS,"Rebecca Owens																																		Jingmei Zhang																																		Ryan Magalhaes","Pro																												Pro																												Con","2-1																															PRO"
Edina BE,Lakeville South MM,"Jeff Thormodsgard																																		Cristina Villa																																		Tony Welter","Pro																												Pro																												Pro","3-0																															PRO"
