Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Collegiate ND,Scarsdale ES,Rohit Dayanand,Aff,29.2,28.4
Cary Acad RR,Millburn RH,Sid Thandassery,Aff,29.7,29.6
Brophy TJ,Neenah KH,Tyler Gamble,Aff,30.0,29.9
Scripps Ranch AS,Meadow Glen VW,Garrett Bishop,Neg,28.8,29.0
Scarsdale CW,James Bowie BR,Michael Harris,Neg,28.0,28.7
Broad Run DD,Coppell KT,Cyrus Jackson,Neg,28.9,29.0
Durham SA,Mountain lakes high EW,Brett Fortier,Aff,29.0,28.7
Delores Taylor Arthur School for Young Men JB,Colonial Forge SR,Zakai Petilon,Aff,29.1,28.9
West Des Moines Valley MB,Vestavia Hills MH,Karan Shah,Neg,28.0,29.1
Horace Greeley SG,Monta Vista AA,Jacob Nails,Neg,28.8,28.9
Ridge SG,GHS LW,Annabelle Kim,Aff,29.4,28.8
DuPont Manual HS    Youth Performing Arts SS,West Des Moines Valley LS,Forrest Weintraub,Neg,27.5,28.4
Southlake Carroll TY,Lexington AR,Darius White,Aff,28.9,28.7
Summit CC,Boston Latin MM,Daniel Zou,Aff,29.8,29.7
Christopher Columbus ND,BASIS Scottsdale TK,Andrea Peterson-Longmore,Neg,29.0,28.5
Claudia Taylor Johnson AP,Stuyvesant EM,Aanya Ghosh,Aff,29.0,28.7
Carnegie Vanguard KF,Clear Springs EG,Charles Zenhausern,Neg,28.3,28.5
Montville PM,Village SZ,Cameron Chacon,Aff,28.3,28.2
Wayzata BF,Summit MR,Kristopher Samuel,Neg,28.5,28.7
Cary Acad AH,Ridge RD,Anand Rao,Neg,28.8,29.5
Concord Carlisle FZ,Lexington SF,Jalyn Wu,Aff,28.8,28.5
Durham PA,Neenah AL,Nikhil Weerakoon,Aff,29.4,29.0
Jordan VS,Upper St Clair JZ,Faizaan Dossani,Aff,28.4,28.1
Syosset KS,MAST@FIU DZ,Astrid Willis,Neg,28.4,29.5
Lexington RL,Charlotte Latin NG,Mark Kivimaki,Neg,28.6,28.8
Charlotte Latin AT,Lynbrook VV,Stephen Scopa,Aff,28.4,28.0
Phoenix Country Day KG,Midtown HJ,Enya Pinjani,Aff,27.1,27.0
Claudia Taylor Johnson JA,San Mateo YR,Immanuel Victor,Neg,28.8,28.9
Monta Vista KR,Centennial HS (MD) BC,Lissette Gonzalez,Aff,28.8,28.6
Jasper RC,Pine View EL,Tommy Yu,Neg,29.0,29.1
Carnegie Vanguard JB,Lexington LY,Srisha Raj,Aff,28.5,27.5
Hill JG,Chaminade AS,Zi Wang,Neg,27.8,29.0
Dulles CS,Southlake Carroll GD,Danny Li,Neg,28.3,28.7
Randolph FH,Neenah NB,Kunaal Sastry,Neg,27.8,28.8
Arizona LK,American Heritage Palm Beach AE,Brooklyn King,Neg,28.3,28.4
Lynbrook BZ,Broad Run SW,Amadea Datel,Aff,29.0,28.6
Harrison SR,Lexington MS,Isabel Hoffman,Neg,28.5,28.0
Palo Alto AS,Claudia Taylor Johnson RM,Nilay Patel,Neg,29.0,28.2
Montville AM,Syosset KP,Nicholas Ford,Aff,28.1,28.0
Millburn ST,Stuyvesant HJ,Jarvis Xie,Aff,30.0,29.5
Cary Acad RL,Travis B. Bryan EC,Laura Garza,Aff,29.0,28.0
Village HL,American Heritage Broward MC,Maxwell Zen,Aff,29.0,29.4
St Mary's Hall HL,Freehold Township FS,Avery DeWitt,Aff,28.5,29.0
Scarsdale HS,American Heritage Palm Beach CW,Tajaih Robinson,Neg,28.8,29.2
Stuyvesant PH,Ridge MS,Una Basta,Neg,27.0,27.5
Lynbrook MD,Christopher Columbus MM,Blake Ziegler,Neg,28.5,29.0
Coppell SK,Acton-Boxborough AS,Joseph Georges,Neg,28.5,28.0
Valley Christian CL,Cary Acad SH,Lotem Levy,Aff,29.2,29.0
Carnegie Vanguard LH,Lynbrook YK,Shruti Narayanabhatla,Aff,29.5,28.2
Cary Acad DH,Princeton AS,David McGinnis,Neg,28.5,28.7
American Heritage Broward PP,Winston Churchill PH,Aditya Kurra,Neg,29.9,30.0
BASIS Independent Silicon Valley JK,Lake Highland Prep VS,Vishnu Nataraja,Aff,28.4,28.3
Stuyvesant YL,Hunter SO,Arun Kodumuru,Aff,28.5,28.4
Strake Jesuit  SQ,Lake Highland Prep SV,Antonina Clementi,Neg,29.0,30.0
Isidore Newman AB,Poly Prep Country Day RG,Sarah Picciola,Aff,29.5,29.0
American Heritage Broward SS,Harrison BK,Lauren Chin,Aff,29.7,29.3
Syosset VH,DuPont Manual HS    Youth Performing Arts KD,Kaily Kim,Aff,28.5,28.0
Harrison AGe,Ridge SK,Christopher Randall,Aff,28.0,27.5
Lamar AM,Seven Lakes VS,Ryan Curran,Neg,28.9,29.5
Holy Trinity Episcopal RP,Stuyvesant DZ,Paxton Sheppard,Neg,29.0,30.0
Neenah DB,Lexington AL,Clement Agho-Otoghile,Neg,28.7,28.8
James Logan JS,Brophy YS,Vik Maan,Aff,28.2,28.1
Saratoga EV,CR North SL,Paul Shone,Aff,28.8,28.4
Southlake Carroll AS,Jordan RH,Muhammed Hossain,Aff,28.7,27.8
Scarsdale JK,Sehome EM,Abhived Pulapaka,Neg,28.4,28.5
Clear Lake RM,Heights EP,Chandra Kandanuru,Aff,28.7,28.2
Lake Highland Prep GM,Isidore Newman JD,Patrick McGhee,Aff,29.0,28.8
Harrison JG,BASIS Chandler HL,Samhith Dharani,Aff,29.6,28.7
DuPont Manual HS    Youth Performing Arts JS,Boston Latin RB,Folu Ogundipe,Neg,28.0,28.5
BASIS Independent Silicon Valley SK,James Logan AS,James Vasquez,Aff,29.3,28.3
West Des Moines Valley JB,Monta Vista EY,Dhruv Raghavan,Neg,28.9,29.6
Germantown YK,Dulles AS,Sai Karavadi,Neg,29.1,29.2
Harrison AG,Bellingham MC,Pamela Obba,Aff,29.2,28.8
Unionville AS,Aragon ZA,Graham Johnstone,Aff,29.0,28.9
McDowell JJ,Neenah SH,Joshua Adegoke,Aff,29.4,28.7
Carrollwood Day DL,Jordan FJ,Regina Blenda,Neg,27.3,28.7
Saratoga ES,Horace Greeley AM,Shannon Rodgers,Neg,28.2,29.6
Lake Highland Prep NA,Jordan KV,Zaid Umar,Neg,28.0,28.6
Lawrenceville MM,Scarsdale IA,Levin David,Aff,28.6,28.2
Heights SC,Strake Jesuit  CC,Ishan Rereddy,Aff,28.6,28.2
Princeton MM,Lexington NW,Eva Lamberson,Neg,27.6,27.8
BASIS Scottsdale SC,VDA - Vancouver OC,Patrick Tapia,Neg,28.2,28.9
Broad Run AB,East Chapel Hill AX,Taylor Dougherty,Neg,28.5,29.0
St Mary's Hall WK,Cypress Bay IK,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Stuyvesant GC,Mount Vernon TK,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Midtown FB,Holy Ghost Prep CR,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
