Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Lindale CM,Westlake PS,Muzzi Khan,Neg,28.5,28.8
Clear Lake CW,McNeil JL,Wyatt Hatfield,Aff,30.0,28.3
Cabot KB,Emerson SK,Adam Lipton,Aff,28.7,28.4
Strake Jesuit  LC,Harker ASi,Isaac Hoch,Aff,29.6,27.0
Dripping Springs AK,Strake Jesuit  BB,Christian Martinez-Canchola,Neg,29.0,30.0
Elkins SS,Isidore Newman SE,Neville Tom,Neg,28.9,28.8
Coppell SY,Northland Christian LH,Patrick Fox,Aff,28.6,28.5
Cabot MJ,VR Eaton MV,Aadi Patil,Aff,29.7,29.1
Dripping Springs AG,Strake Jesuit  KS,Nate Watkins,Neg,28.7,29.0
Bentonville HA,Vestavia Hills VZ,Patrick Fox,Neg,28.4,28.8
Southlake Carroll IM,Coppell KT,Mark Bishop,Neg,29.8,30.0
Greenhill AK,Colleyville Heritage GM,Isabella LoCicero,Neg,29.5,29.7
Coppell ZM,Greenhill DM,Isabella LoCicero,Neg,28.0,29.0
Strake Jesuit  AY,McNeil AP,Kush Vijapure,Aff,29.3,28.9
Southlake Carroll AB,Winston Churchill TC,Lydia Wang,Aff,27.8,27.7
Northland Christian LM,Little Rock Central GT,Nate Watkins,Aff,30.0,30.0
Greenhill VT,Plano Senior JA,Erick Berdugo,Aff,30.0,29.0
Flower Mound KV,Bellaire ER,dylan jones,Neg,28.0,28.1
Bellaire KG,Westwood SM,Anderson Hendrix,Neg,28.2,28.8
Kinkaid CM,Bellaire AS,Curtis Ortega,Aff,28.5,28.0
Greenhill OG,Bellaire AK,Mark Kivimaki,Neg,28.5,28.3
Plano West SG,Winston Churchill MH,Mark Kivimaki,Aff,29.2,28.6
Dallas Highland Park AG,Southlake Carroll SK,Sahngwie Yim,Neg,28.6,29.0
Isidore Newman DC,McNeil AS,Aryan Jasani,Neg,29.0,29.2
Westwood RN,Plano West AR,Niko Sims,Neg,28.3,28.7
Harker AS,Colleyville Heritage SK,Niko Sims,Aff,28.4,28.3
Plano West RC,Memorial EJ,Anderson Hendrix,Neg,29.1,29.5
Westwood DV,Greenhill SK,Emanuel Vargas,Neg,28.9,29.5
Little Rock Central SH,Greenhill MA,Curtis Ortega,Neg,28.7,29.2
St Mary's Hall VB,Durham GW,Adam Lipton,Neg,28.3,28.5
BASIS Scottsdale JV,Lakeville South EH,Emanuel Vargas,Neg,29.0,29.1
Dripping Springs AA,Acton-Boxborough NK,Aadi Patil,Neg,29.0,29.6
Plano West NS,Westwood AT,Nick Loew,Aff,29.0,28.9
Strake Jesuit  SW,Monta Vista EY,Muzzi Khan,Neg,29.1,29.6
Westwood AP,Strake Jesuit  CC,Theo Khakoo,Neg,28.5,29.0
Jasper JL,City Honors JB,Diego Arcos,Neg,28.7,29.3
Isidore Newman JD,Greenhill TH,dylan jones,Neg,28.6,28.5
McNeil NV,Eastside NS,Neville Tom,Aff,29.7,28.8
Strake Jesuit  SA,Westwood TG,Aryan Jasani,Aff,29.0,28.9
VR Eaton EN,Greenhill EX,Erick Berdugo,Neg,28.5,29.8
Memorial CS,Colleyville Heritage CB,Nick Loew,Neg,29.0,29.2
Harker RG,Clear Lake OS,Isaac Hoch,Aff,28.7,26.0
Harker SS,Clear Lake RZ,Kush Vijapure,Aff,29.4,29.3
Flower Mound KK,Harker NB,Diego Arcos,Neg,29.9,30.0
McNeil PP,Little Rock Central YH,Mark Bishop,Neg,29.5,30.0
Strake Jesuit  SR,Isidore Newman WC,Lydia Wang,Aff,29.3,28.9
