Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Kinkaid CM,Southlake Carroll SK,Anderson Hendrix,Neg,28.9,29.2
City Honors JB,Monta Vista EY,Niko Sims,Neg,28.8,28.9
Greenhill DM,BASIS Scottsdale JV,Isaac Hoch,Aff,29.4,28.8
Elkins SS,Coppell ZM,Claudia Ribera,Aff,28.9,29.0
McNeil NV,Harker LC,Bryce Sheffield,Neg,29.3,29.5
Bellaire KG,Greenhill TH,Mark Kivimaki,Neg,27.9,28.0
Durham GW,Plano West SG,Elizabeth Elliott,Aff,29.1,29.0
Plano West AR,Harker NB,Elizabeth Elliott,Aff,29.0,29.1
Clear Lake OS,Eastside NS,Anuj Lohtia,Neg,29.9,30.0
Acton-Boxborough NK,Plano West RC,Wyatt Hatfield,Aff,30.0,29.5
Clear Lake RZ,Colleyville Heritage GM,Nick Loew,Neg,29.2,29.4
Vestavia Hills VZ,Greenhill EX,Avery Wilson,Aff,28.8,28.9
Lindale CM,Strake Jesuit  SA,Nate Watkins,Neg,28.9,29.9
Westwood RN,Cabot KB,Kush Vijapure,Neg,28.5,29.6
Winston Churchill TC,Colleyville Heritage SK,Mark Kivimaki,Aff,28.3,28.1
Jasper JL,Little Rock Central SH,Elijah Cruz,Aff,29.0,28.9
Plano West NS,Strake Jesuit  CC,Emanuel Vargas,Neg,29.3,29.4
McNeil JL,Little Rock Central GT,Eliza Avramova,Neg,29.4,29.5
Memorial EJ,Isidore Newman SE,Lydia Wang,Aff,29.9,28.9
Isidore Newman JD,Dripping Springs AA,Patrick Fox,Aff,28.8,28.5
Greenhill SK,Harker SS,Harry Yu,Aff,29.5,29.2
Westwood DV,Strake Jesuit  SR,Austin Broussard,Neg,28.2,29.6
Southlake Carroll AB,McNeil AS,Jackson White,Neg,28.7,29.9
Northland Christian LH,Dripping Springs AG,DH Henderson,Aff,28.8,28.5
Bellaire AS,Westlake PS,Kush Vijapure,Aff,28.9,28.8
Isidore Newman WC,Harker ASi,Aryan Jasani,Aff,28.6,28.5
Strake Jesuit  AY,Winston Churchill MH,Theo Khakoo,Aff,29.5,29.0
Greenhill AK,Strake Jesuit  LC,Jack Quisenberry,Aff,29.4,28.8
Little Rock Central YH,Harker AS,Jess Dickey,Neg,29.2,29.5
Dallas Highland Park AG,Flower Mound KV,Nate Watkins,Aff,29.2,28.7
Strake Jesuit  BB,Isidore Newman DC,dylan jones,Neg,28.5,28.6
Coppell KT,Greenhill VT,Jacob Palmer,Aff,29.7,29.5
Harker RG,Clear Lake CW,Nigel Taylor-Ward,Neg,28.7,28.8
Greenhill OG,Westwood SM,Sahngwie Yim,Aff,28.8,28.7
Dripping Springs AK,St Mary's Hall VB,Patrick Fox,Aff,28.6,28.4
Northland Christian LM,Memorial CS,Rodrigo Paramo,Aff,28.9,28.5
Westwood AT,Bentonville HA,Claudia Ribera,Neg,29.9,30.0
Lakeville South EH,Westwood TG,Lydia Aklilu,Aff,29.7,28.6
Bellaire AK,Westwood AP,Curtis Ortega,Neg,28.2,28.3
Strake Jesuit  KS,Colleyville Heritage CB,Muzzi Khan,Neg,28.9,29.3
McNeil PP,Flower Mound KK,Elijah Cruz,Neg,29.0,29.1
Southlake Carroll IM,Greenhill MA,Alice Waters,Neg,28.6,28.8
McNeil AP,Emerson SK,Wyatt Hatfield,Aff,28.2,28.1
Strake Jesuit  SW,Coppell SY,Theo Khakoo,Aff,29.0,28.4
