Aff,Neg,Judges,Votes,Win
North Mecklenburg KT,Marvin Ridge CH,"Chuck Nicholas																																						Manu Rastogi																																						Lexi Frost","Neg																															Aff																															Neg","2-1																															NEG"
North Mecklenburg AB,Cary Acad AF,"Andrew Garland																																						Saad Rangoonwala																																						Srikanth Yellanki","Neg																															Neg																															Aff","2-1																															NEG"
Independence VM,Cuthbertson MF,"James Price																																						Breannah Thomas																																						Arafath Mohammad","Neg																															Aff																															Aff","2-1																															AFF"
Bob Jones JC,Bob Jones MS,,Bob Jones MS advances,Bob Jones MS advances
