Aff,Neg,Judges,Votes,Result
Southlake Carroll PK,Harker DS,"Chris Castillo																																		Chris Theis																																		Elijah Smith","Neg																												Neg																												Neg","3-0																															NEG"
Strake Jesuit  ZD,Lexington BF,"Eric Melin																																		Adesuwa Omoruyi																																		Annie Wang","Aff																												Aff																												Neg","2-1																															AFF"
