Pro,Con,Judges,Votes,Win
Nueva GC,College Prep HY,"Greg Pratt																																						Ed Lingo																																						Priya List","Pro																															Pro																															Pro","3-0																															PRO"
Canyon Crest WS,Canyon Crest FS,,Canyon Crest FS advances,Canyon Crest FS advances
