Aff,Neg,Judges,Votes,Win
Harker SS,Harrison JB,"Tom Evnen																																						Christopher Vincent																																						Sabeeh Mirza","Neg																															Neg																															Aff","2-1																															NEG"
Lake Highland Prep PS,Isidore Newman AB,"Chris Castillo																																						Alice Waters																																						Jacob Nails","Aff																															Aff																															Aff","3-0																															AFF"
