Aff,Neg,Judges,Votes,Win
Brophy TJ,Harker SS,"Chris Castillo																																						Jacob Nails																																						Amadea Datel","Aff																															Neg																															Neg","2-1																															NEG"
Lake Highland Prep PS,Strake Jesuit  NW,"Eva Lamberson																																						Alice Waters																																						Joshua Adegoke","Neg																															Aff																															Aff","2-1																															AFF"
Marlborough WR,Isidore Newman AB,"Archan Sen																																						Aaron Timmons																																						Will Kochel","Neg																															Neg																															Neg","3-0																															NEG"
Strake Jesuit  JW,Harrison JB,"Tom Evnen																																						Rose Larson																																						Sabeeh Mirza","Aff																															Neg																															Neg","2-1																															NEG"
