Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
McDowell AK,Syosset KS,Neil Douris,Aff,28.0,27.5
Hunter SO,Germantown CZ,Jacob Palmer,Aff,29.1,29.0
CR North MR,Ridge SK,Brad Hodgkins,Neg,27.7,29.0
Harrison AN,Princeton AS,Deena McNamara,Neg,29.0,29.5
Lexington SSh,Millburn SN,Charles Zenhausern,Aff,29.7,29.2
Millburn LH,Poly Prep Country Day RG,Zachary Siegel,Aff,29.3,29.2
Millburn RR,Lexington AR,Srichandra Kodavali,Neg,28.4,28.8
McDowell JJ,Harrison JG,Nicholas Ford,Aff,29.4,29.3
Bronx Science CD,Thomas Jefferson HSST AK,Stephen O'Brien,Neg,28.2,28.3
Thales Academy Rolesville DH,CR North KL,Zi Wang,Neg,28.0,28.5
Syosset JT,CR North NS,Revathi Kudukoli,Aff,28.5,28.3
Durham PA,Lawrenceville TH,Antonina Clementi,Aff,30.0,28.0
Durham SA,CR North JX,Wolf Cukier,Aff,29.0,29.1
La Salle JJ,Meadow Glen VW,Atul Venkatesh,Neg,28.9,29.1
Syosset SP,La Salle RL,Shubh Katakiya,Neg,29.2,29.6
Scarsdale HS,Collegiate SG,Rahul Kalavagunta,Neg,28.8,28.9
Chaminade AS,Ridge EL,Qian Xia,Aff,29.0,28.8
Horace Greeley AMi,Thomas Jefferson HSST AG,Shruti Narayanabhatla,Aff,27.5,29.0
Horace Greeley SG,Syosset RM,Alexander Sorgini,Aff,29.0,28.9
Durham KM,Summit MR,Shubh Katakiya,Neg,29.2,29.6
La Salle XP,Ridge AM,Jordan Muscolino,Aff,26.5,26.0
Harrison AG,Collegiate ND,Tajaih Robinson,Neg,29.3,29.5
Lexington RL,Scarsdale RM,Deena McNamara,Aff,28.0,27.9
Pennsbury KH,Harrison BK,Melanie Cohn,Neg,28.0,29.0
Thales Academy Rolesville WH,Thomas Jefferson HSST BY,Brandon Cerami,Neg,28.3,29.1
Thomas Jefferson HSST NK,McDowell EH,Brandon Cerami,Neg,29.0,29.5
Half Hollow Hills HS East NB,Thales Academy Rolesville AK,Revathi Kudukoli,Aff,28.5,28.0
Ridge MS,Bronx Science KL,Christopher Bao,Aff,29.4,29.2
Syosset KP,Millburn RDi,Neil Douris,Aff,27.5,27.0
Half Hollow Hills HS East JL,Lexington LY,Carinne Granchi,Neg,28.5,29.0
Lexington MS,Ridge RD,Iyana Trotman,Neg,28.7,28.9
Schreiber AS,Scarsdale ES,EJ Hermacinski,Neg,29.2,29.3
Unionville AS,Bronx Science AK,Brad Hodgkins,Aff,29.0,28.6
La Salle TP,Millburn RH,David Herrera,Aff,29.0,28.0
Lake Highland Prep HL,Harrison BS,Anuka Manghwani,Aff,29.3,28.8
Chaminade AG,Scarsdale JK,Robel Berhe,Neg,29.0,29.1
Ridge SG,Lake Highland Prep NP,Saied Beckford,Aff,28.9,28.8
CR North DR,Scarsdale DH,Sheryar Fazal,Neg,28.5,28.9
Greenwich LW,Summit LP,Ollie Braden,Aff,29.4,28.2
Half Hollow Hills HS East AS,Syosset VH,Srichandra Kodavali,Neg,28.6,28.7
Lexington GC,Unionville IC,Charles Zenhausern,Aff,29.2,29.0
Harrison JB,Lawrenceville MM,Iyana Trotman,Aff,28.9,28.8
CR North SN,Scarsdale IA,Ollie Braden,Neg,28.1,28.2
American Heritage Palm Beach CW,Pennsbury MK,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Lake Highland Prep PS,Summit CC,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
