Aff,Neg,Judges,Votes,Win
Southlake Carroll SP,Dhruv Prakash,"Grace Wang																																		Don Lundy																																		Sekou Cisse","Aff																												Aff																												Aff","3-0																															AFF"
Fairmont Prep TK,Richard Montgomery LX,"Seon Jeon																																		Max Wiessner																																		Annis Kaculi","Neg																												Neg																												Neg","3-0																															NEG"
Southlake Carroll SR,Potomac CV,"Tom Hagedorn																																		Jimmy Wolf																																		Candace Soto","Aff																												Aff																												Aff","3-0																															AFF"
Southlake Carroll KY,Independent Nomads CT,"Gabe Rusk																																		Sheila Qi																																		Norma Delgado","Aff																												Neg																												Aff","2-1																															AFF"
