Pro,Con,Judges,Votes,Win
Princeton WJ,Bronx Science OS,"Lisa Gring-Pemble																																						Kimberly Guise																																						Jessica Tai","Con																															Con																															Con","3-0																															CON"
Ridge ZM,Chapin WI,"Sean Merkel																																						Justin Bi																																						Luigi Auquilla","Pro																															Con																															Con","2-1																															CON"
Walt Whitman BM,Lexington SM,"Michael DePasquale																																						Jason Ren																																						Marcus Perez","Con																															Con																															Con","3-0																															CON"
Princeton CB,JR Masterman CD,"Manu Anand																																						Salinda Lewis																																						Ashok Kasarla","Pro																															Con																															Pro","2-1																															PRO"
