Pro,Con,Judges,Votes,Win
Mountain Brook LiHa,Vestavia Hills FW,"Manjula Chakrapani																																		TJ Riggs																																		Sylvia Wright","Con																												Pro																												Pro","2-1																															PRO"
Mountain Brook SS,Auburn CA,"Khadija Malik																																		Ron Olienyk																																		Stacy Browning","Con																												Pro																												Pro","2-1																															PRO"
Wheeler DR,Mountain Brook HY,"Nadira Jeethandran																																		Joseph McElroy																																		Carl Wright","Pro																												Pro																												Pro","3-0																															PRO"
Auburn KT,Vestavia Hills AV,"Dan Bagwell																																		Libby Conner																																		Susan Zana","Con																												Con																												Pro","2-1																															CON"
