Aff,Neg,Judges,Votes,Result
Millard North NL,Colonial Forge SR,"Aaron Haake																																		Josh Genrich																																		David McGinnis","Aff																												Aff																												Aff","3-0																															AFF"
Overlake GH,Lincoln North Star JH,"Anand Rao																																		Matt Casas																																		ian matuszeski","Aff																												Neg																												Neg","2-1																															NEG"
