Pro,Con,Judges,Votes,Win
Bergen County Academies LS,Regis NP,"Sarah Bi																																						John Michael Streithorst																																						Sandeep Kulshrestha","Pro																															Pro																															Con","2-1																															PRO"
Bronx Science CB,Regis FM,"Jisang Kymm																																						Atreyi Basu																																						Alexander Margulis","Con																															Pro																															Pro","2-1																															PRO"
Meridian LN,Avenues: The World CB,"Kate Sundeen																																						Kurtis Lee																																						Yongshun Lin","Pro																															Pro																															Pro","3-0																															PRO"
Lexington ML,Scarsdale LZ,"Alex Huang																																						Jordana Bales																																						Chirag Shah","Con																															Pro																															Con","2-1																															CON"
Langley CG,JR Masterman SE,"Richard Nash																																						Vivian Zhu																																						Crawford Leavoy","Pro																															Con																															Pro","2-1																															PRO"
River Hill BT,Millburn CW,"bill Harrington																																						Rahul Kalavagunta																																						Caitlin Hodge","Pro																															Con																															Con","2-1																															CON"
Summit BM,Richard Montgomery LW,"Kenneth Donnelly																																						Tushar Katarki																																						Surabhi Marathe","Con																															Pro																															Pro","2-1																															PRO"
Medina Senior GW,Stuyvesant HM,,"Pro FFT																									Con BYE","Pro FFT																									Con BYE"
