Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Lexington EY,Trinity Prep MZ,Kristen Arnold,Aff,29,28
East Chapel Hill NC,American Heritage Broward MC,Matthew Berhe,Neg,28,30
Prospect ST,Lake Travis MA,Sanjana Bhatnagar,Aff,29,28
William G. Enloe AR,Strawberry Crest SC,Dayanand Bhojak,Aff,29,28
Lake Highland Prep ArVe,American Heritage Broward MR,Curtis Chang,Aff,29,28
Lake Highland Prep AB,Scarsdale KS,Jeong-Wan Choi,Aff,29,29
Coral Springs LV,Strake Jesuit  VM,Sam Cogen,Neg,28,29
Sharon RG,Strake Jesuit  JK,Keshav Dandu,Neg,29,29
Lexington BF,Strake Jesuit  EP,Sreyaash Das,Aff,30,29
Lexington JB,Strake Jesuit  KS,Amadea Datel,Neg,29,30
Strake Jesuit  MS,Lexington AT,Abhilash Datti,Neg,29,29
Strath Haven AM,Southlake Carroll SD,Jackson DeConcini,Aff,29,29
Trinity Prep JC,Our Lady of Lourdes GP,Sabrina Callahan,Neg,28,29
Harker DS,FAU EI,Lourdes Dominguez,Aff,29,28
Strawberry Crest AK,Bellarmine  AK,Faizaan Dossani,Neg,28,29
Pine View EL,Strake Jesuit  JW,Raunak Dua,Neg,29,29
Scarsdale DD,Durham SA,Henry Eberhart,Neg,28,29
American Heritage Broward JA,Christopher Columbus NG,Jayanne Forrest,Aff,29,29
Southlake Carroll EP,American Heritage Broward NR,Tej Gedela,Aff,29,29
Nova CD,Neenah SH,BECKY HALL,Aff,29,28
Bronx Science CC,Durham JH,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Monta Vista RD,Durham BG,Natalie Fernandez,Aff,30,29
Trinity Prep LK,Scarsdale BS,David Herrera,Neg,28,28
Aragon ZA,Lexington VM,Spencer Orlowski,Neg,28,30
Lake Highland Prep AVe,Park City NL,Rohit Lakshman,Neg,28,29
Dougherty Valley KZ,Bentonville VK,Samantha McLoughlin,Aff,28,28
BASIS Independent Silicon Valley SK,Brookfield East DJ,Arun Mehra,Aff,28,28
King AT,Bronx Science RP,Eshwar Mohan,Aff,29,29
Scarsdale OL,Lexington AR,Javier Navarrete,Aff,30,29
Academy Of Classical Christian Studies JM,Bentonville JH,Jung Park,Aff,29,28
Lexington AM,American Heritage Broward SS,Breigh Plat,Neg,28,29
Lake Highland Prep AV,Monta Vista KR,Tajaih Robinson,Neg,29,29
Trinity Prep NC,Durham RL,Meera Sehgal,Neg,28,28
Cardinal Gibbons RS,Carnegie Vanguard SR,James Stuckert,Neg,29,29
Lexington AG,Christopher Columbus AM,Aidin O'Brien,Aff,28,28
Neenah IH,Strake Jesuit  NW,Eugene Toth,Neg,28,29
King CP,Strake Jesuit  DA,Blake Ochoa,Aff,29,28
