Aff,Neg,Judges,Votes,Win
Ridge RD,Strake Jesuit  AS,"Simran Gandhi																																						Jimi Morales																																						Jordana Bales","Aff																															Aff																															Aff","3-0																															AFF"
Harrison BS,Lake Highland Prep PS,"Zion Dixon																																						Robertha Alexis																																						David Asafu-Adjaye","Neg																															Neg																															Neg","3-0																															NEG"
Lake Highland Prep HL,Concord Carlisle FZ,"Chetan Hertzig																																						Yuyu Sun																																						Paul PJ Wexler","Aff																															Neg																															Aff","2-1																															AFF"
Clear Lake RM,Harrison RP,"Rose Larson																																						Jose Rivera																																						Jane Lichtman","Neg																															Neg																															Neg","3-0																															NEG"
Horace Greeley SG,Ridge SK,"Aanya Ghosh																																						Melanie Cohn																																						Cynthia Chen","Aff																															Aff																															Aff","3-0																															AFF"
Harrison JB,Strake Jesuit  MM,"Tom Evnen																																						Christian Han																																						Amy Ma","Aff																															Neg																															Neg","2-1																															NEG"
James Bowie BR,Lake Highland Prep SV,"Shruti Narayanabhatla																																						Chris Castillo																																						Vishnu Nataraja","Aff																															Aff																															Aff","3-0																															AFF"
Strake Jesuit  NW,Strake Jesuit  KM,,Strake Jesuit  NW advances,Strake Jesuit  NW advances
