Pro,Con,Judges,Votes,Win
Phillipsburg BM,Princeton MB,"Arti Pandit																																		Charlie Grabois																																		Saurabh Agarwal","Pro																												Pro																												Pro","3-0																															PRO"
Strath Haven BM,Princeton CH,"Dhanasekar Muthusamy																																		Sharath Sadashivan																																		Irene Liang","Con																												Con																												Pro","2-1																															CON"
