Pro,Con,Judges,Votes,Win
Canyon Crest SX,Cambridge LK,"Alanna Quinn																																						Travis Cochran																																						Isaiah Salgado","Con																															Con																															Pro","2-1																															CON"
Canyon Crest AR,Canyon Crest FS,,Canyon Crest AR advances,Canyon Crest AR advances
