Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Pittsburgh Central Catholic ZB,Bridgewater Raritan AM,Esha Tripathi,Aff,27.8,27.6
Pingry SH,Lexington NP,Monty Crawford,Neg,29.2,29.4
CR North JX,Hill SM,Alex Paul,Aff,29.6,29.2
McDowell GW,Broad Run RP,Ashima Gulati,Neg,29.4,29.1
Danville DN,Charlottesville NP,Xavier Phillip,Aff,29.7,29.6
Ridge AM,Bridgewater Raritan AD,Harrison Tang,Aff,30.0,30.0
Pennsbury FH,Garnet Valley RJ,Santino Balistrieri,Aff,29.0,28.5
Strath Haven SG,Bridgewater Raritan AMa,Monben Mayon,Aff,28.5,27.8
Unionville JI,Broad Run SS,Peter Paik,Neg,27.0,27.5
Ridge AMe,Charlottesville SS,James Reeves,Aff,29.3,29.1
School Without Walls VG,Bridgewater Raritan AP,Monben Mayon,Aff,29.0,28.9
CR North AM,Unionville OM,Peter Paik,Aff,28.9,28.4
Calvert Hall NP,McDowell TK,Sheetal Gaiki,Aff,28.7,28.4
Unionville NG,La Salle AR,Alison Black,Neg,28.9,29.1
Ridge EL,McDowell CZ,Karen Winters,Aff,28.6,28.3
Trinity Christian ET,Strath Haven LD,Jack Vail,Aff,29.6,29.5
Newark Tech VA,Lexington RI,Rama Thothadri,Neg,28.6,28.8
Unionville AF,Hill JG,Saied Beckford,Neg,28.2,28.5
Ridge TL,Lexington EL,Abraham Paik,Aff,28.0,26.1
Dallastown AS,Broad Run AD,Ella Kasatkin,Neg,27.8,28.0
School Without Walls AF,Strath Haven NS,Tom Durkin,Neg,28.0,29.5
Truman JS,Pennsbury CQ,Ashima Gulati,Aff,28.8,28.6
Pennsbury AS,Newark Science EH,Esha Tripathi,Aff,29.0,27.8
Bronx Science RK,Ridge AB,Andrei Nemoianu,Neg,28.6,28.8
Bronx Science AG,Dallastown AM,Harrison Tang,Neg,30.0,30.0
Pennsbury YE,Dallastown RA,Karen Winters,Neg,27.5,27.7
Bridgewater Raritan PM,CR North DL,Xavier Phillip,Neg,28.4,28.8
Fordham Prep OB,Bridgewater Raritan AA,Laurel Leonard,Aff,28.8,28.0
George VV,Truman MG,Sheetal Gaiki,Neg,28.9,29.3
Garnet Valley NV,Hill SS,Monty Crawford,Aff,28.7,28.3
Danville AM,Newark Tech IS,Jagdamba Prasad,Aff,28.0,27.6
Marriotts Ridge KC,Calvert Hall MG,Ivana Gvozdenovic,Aff,29.0,28.0
North Allegheny SA,Broad Run JR,Alex Paul,Aff,29.2,29.0
Bridgewater Raritan ADi,Pennsbury PR,Abraham Paik,Aff,28.5,27.8
Delone Catholic AT,Ridge HK,Tom Durkin,Neg,28.8,28.9
Pennsbury SB,George JB,Alison Black,Neg,28.3,28.9
George EP,CR North JL,Laurel Leonard,Neg,28.5,28.8
George ST,Ridge FJ,Jack Vail,Aff,29.1,28.7
Pennsbury DD,George LF,Ivana Gvozdenovic,Neg,29.0,29.5
Loyola Blakefield NS,Calvert Hall HS,Saied Beckford,Aff,27.5,27.3
George VY,Delone Catholic MS,James Reeves,Aff,28.4,28.4
Bronx Science JT,Bridgewater Raritan HK,Santino Balistrieri,Aff,30.0,29.5
