Aff,Neg,Judges,Votes,Win
Carnegie Vanguard LH,Dulles VN,"Phoenix Pittman																																		Richard Cook																																		Isaac Chao","Neg																												Neg																												Neg","3-0																															NEG"
Dulles NJ,Memorial BD,"Vail Chen																																		Parker Traxler																																		Kris Wright","Aff																												Aff																												Aff","3-0																															AFF"
Southlake Carroll EP,Westlake MR,"Becca Traber																																		Tajaih Robinson																																		Daniel Lee","Aff																												Aff																												Neg","2-1																															AFF"
Lake Highland Prep PS,Lake Highland Prep HL,,Lake Highland Prep PS advances,Lake Highland Prep PS advances
