Pro,Con,Judges,Votes,Win
JR Masterman EK,Bergen County Academies CK,"Kurtis Lee																																		Jordana Bales																																		Laura Mercedes","Con																												Pro																												Con","2-1																															CON"
Lexington FaVa,Thomas S. Wootton DT,"Javier Lluch																																		Rose Oh																																		Richard He","Con																												Con																												Con","3-0																															CON"
BergenTech GN,University KH,"Christopher Bryant																																		Charles Huang																																		Sophie Gala","Pro																												Pro																												Pro","3-0																															PRO"
BC Academy ZY,McLean HW,"Lenny Herrera																																		Sandy Hou																																		Tao Fan","Con																												Con																												Pro","2-1																															CON"
JR Masterman AC,Regis HT,"Mercy Wah																																		James Cohen																																		Nicole Hoang","Pro																												Con																												Pro","2-1																															PRO"
Princeton LT,Regis KS,"Pranav Palleti																																		Elaine Sun																																		David Choi","Pro																												Con																												Pro","2-1																															PRO"
St Luke's GG,Bronx Science WZ,"Joe Diaz																																		Paul Kane																																		Liz Scott","Con																												Con																												Con","3-0																															CON"
BC Academy CX,Thomas Jefferson HSST ZL,"Kevin Solove																																		Alon Nozic																																		Laura Kane","Pro																												Con																												Pro","2-1																															PRO"
