Pro,Con,Judges,Votes,Win
Davidson Academy Online SW,Joseph Nahas,"Tanya Chatterjee																																						Daksha Pillai																																						Rohan Sundaram																																						Henry Bansbach																																						Grace Flynn																																						Varun Mandgi																																						Mukudzeiishe Madzivire","Pro																															Pro																															Pro																															Pro																															Pro																															Pro																															Pro","7-0																															PRO"
