Pro,Con,Judge,Win,"Pro								Points","Con								Points"
Mountain Brook SM,Lake Highland Prep KD,Niamh Harrop,Con,"N Shotts																																																												28.2																																																																																								B Mayor																																																												28.0","N Kunta																																																												30.0																																																																																								H Demchak																																																												29.8"
Strake Jesuit  DY,Nova SA,VijayaSai Somasundaram,Pro,"J Yates																																																												29.3																																																																																								I Dubey																																																												29.6","I Sugrim																																																												26.8																																																																																								L Alon																																																												26.2"
Miami Beach Senior High- WS,Altamont GS,Gabe Rusk,Con,"O William																																																												26.7																																																																																								J Sharmat																																																												26.9","W Sudarshan																																																												28.8																																																																																								P Goli																																																												28.9"
Cypress Bay BB,Strake Jesuit  TC,Mike Wascher,Con,"E Ben-David																																																												26.0																																																																																								G Ben-David																																																												26.0","W Turley																																																												28.5																																																																																								A Chimata																																																												28.5"
Cypress Bay KC,Sequoyah GM,Custer Gilchrest,Con,"N Katragadda																																																												29.9																																																																																								H Chintapudi																																																												29.9","A Miffitt																																																												30.0																																																																																								A Geist																																																												30.0"
Sequoyah HM,Brother Rice CH,JayaSAI Somasundaram,Pro,"M Haggerty																																																												30.0																																																																																								T Mareau																																																												30.0","Q Callaghan																																																												29.0																																																																																								N Hulgrave																																																												25.0"
Newsome GP,Charles W Flanagan GQ,Adam Hassan,Pro,"S Pergola																																																												29.2																																																																																								S Guarnieri																																																												29.0","J Gordon																																																												28.0																																																																																								D Quigley																																																												28.0"
New Horizons D.N TJ,Durham HH,Sam Goldstone,Con,"S Joa																																																												28.1																																																																																								M Taveras																																																												28.1","M Hansen																																																												29.7																																																																																								A Huang																																																												29.7"
Pine View RZ,Marist EK,VijayaSai Somasundaram,Con,"J Zhou																																																												30.0																																																																																								D Rudin																																																												30.0","J Escayg																																																												30.0																																																																																								E Kang																																																												29.0"
Altamont HL,Horizon DD,Rhea Nandwani,Con,"I Horwitz																																																												30.0																																																																																								J Lanier																																																												30.0","G Daye																																																												30.0																																																																																								I de Souza																																																												30.0"
Cypress Bay HR,Strake Jesuit  HM,Sebastian Glos,Con,"A Ravi																																																												29.0																																																																																								H Hubsch																																																												29.0","C Haire																																																												29.0																																																																																								W McDowell																																																												29.0"
Horizon AC,New Horizons D.N CM,Gonzalo Leon,Con,"T Clayton																																																												28.0																																																																																								K Alexandre																																																												28.0","E Cabral																																																												28.0																																																																																								J Montero																																																												28.0"
Dreyfoos Arts AL,Lake Highland Prep BA,Matthew Mapa,Pro,"D Ali																																																												30.0																																																																																								J Lee																																																												30.0","S Belani																																																												30.0																																																																																								N Aggarwal																																																												30.0"
Bishop Moore Catholic IL,Ft Lauderdale AR,Kiran Raja,Pro,"A Lezcano																																																												30.0																																																																																								S Ives																																																												29.0","A Arinah-Pierre																																																												28.0																																																																																								I Reyes																																																												29.0"
Ravenwood BM,Nova SO,Dylan Burke,Pro,"A Balaje																																																												29.4																																																																																								S McAtee																																																												29.0","H Ooi																																																												28.8																																																																																								Z St. Michael-Ireland																																																												28.8"
West Broward KP,Homewood-Flossmoor BH,Neo Curry,Pro,"R Perez																																																												29.0																																																																																								R Kumar																																																												29.0","N Benson																																																												28.3																																																																																								N Holmes																																																												28.3"
Trinity Prep DN,Buchholz WW,Bob Dolan,Pro,"N Daniel																																																												28.4																																																																																								S Nagulapalli																																																												28.2","L Wang																																																												28.3																																																																																								D Wang																																																												27.9"
Fairmont Prep JS,Stoneman Douglas OL,Elliot Beamer,Pro,"I Jawadi																																																												30.0																																																																																								A Siddiqui																																																												30.0","S Ojha																																																												30.0																																																																																								J Lusskin																																																												30.0"
Denver East AP,NSU BH,Quinn McKenzie,Con,"B Pougnet-Green																																																												28.7																																																																																								S Anthony																																																												29.1","S Hernandez																																																												28.8																																																																																								L Bratter																																																												29.1"
Dreyfoos Arts BW,Strake Jesuit  HP,Sophia Rubinstein,Con,"C Barrau																																																												28.3																																																																																								C Wayne																																																												28.5","R Panjwani																																																												29.5																																																																																								F Haire																																																												29.3"
L C Anderson BC,Fairmont Prep MM,Nicolas Cuesta,Pro,"I Ben-Avi																																																												30.0																																																																																								B Coleman																																																												30.0","A Mehran																																																												29.0																																																																																								K Manesh																																																												29.0"
Stoneman Douglas DR,Lake Highland Prep KK,Niamh Harrop,Con,"S Dinnis																																																												28.0																																																																																								S Rosaler																																																												28.0","S Kunamneni																																																												28.7																																																																																								N Katakuri																																																												28.7"
Cranbrook FC,Buchholz ZL,Turner Loesel,Con,"V Charabuddhi																																																												29.0																																																																																								L Feng																																																												29.0","E Zheng																																																												29.0																																																																																								H Lin																																																												29.5"
Har-Ber MP,Taravella DL,Jack Merkel,Con,"S Myers																																																												28.5																																																																																								C Pacheco																																																												28.0","S Longjohn																																																												29.0																																																																																								J DiMaggio																																																												28.7"
Pine View KP,Durham VC,Andy Stubbs,Con,"R Khan																																																												29.4																																																																																								S Patel																																																												29.7","C Chen																																																												29.3																																																																																								J Vail																																																												29.6"
Walt Whitman HH,Miami Beach Senior High- DH,Sohail Jouya,Pro,"M Hu-Henderson																																																												30.0																																																																																								W Hallward-Driemeier																																																												30.0","E Hall																																																												25.7																																																																																								T Dominguez																																																												25.1"
Oxbridge Academy of the Palm Beaches RM,Strake Jesuit  ZS,Adam Hassan,Con,"E Miller																																																												28.2																																																																																								N Ramprasad																																																												28.0","M Stratton																																																												29.4																																																																																								E Zhao																																																												29.2"
Wellington CT,Walt Whitman WB,Sam Goldstone,Con,"P Currea																																																												28.0																																																																																								E Tryniszewski																																																												28.0","H Walley																																																												30.0																																																																																								R Barold																																																												30.0"
Horizon BR,Braddock SG,Jack Merkel,Con,"R Roman																																																												29.0																																																																																								K Bathina																																																												29.0","N Martinez																																																												28.5																																																																																								A Smith																																																												29.5"
Denver East CN,Charles W Flanagan CB,Vincent Hoang,Pro,"M Collier																																																												28.5																																																																																								L Nitczynski																																																												28.9","T Carter																																																												27.9																																																																																								J Bahamon																																																												27.8"
Ft Lauderdale HB,Pembroke Pines Charter AR,Matt Bartula,Con,"Y Harebin																																																												27.5																																																																																								K Bello																																																												28.0","S Ally																																																												28.5																																																																																								A Rivero																																																												28.1"
Cranbrook SW,Lake Highland Prep SA,Gabe Rusk,Pro,"A Wang																																																												27.4																																																																																								O Shi																																																												27.2","R Sambandam																																																												27.0																																																																																								E Ahmad																																																												27.1"
Charles W Flanagan KW,Durham PH,Quinn McKenzie,Con,"D Wilson																																																												28.7																																																																																								H Khan																																																												29.0","B Hodges																																																												29.9																																																																																								V Prakash																																																												29.7"
Stoneman Douglas DF,Oxon Hill DD,Charlie Jackson,Pro,"C Furton																																																												27.0																																																																																								M Dinh																																																												27.0","C Dotson																																																												27.0																																																																																								J Dotson																																																												27.0"
Fairmont Prep SS,New Horizons D.N AJ,Sebastian Glos,Pro,"S Shah																																																												29.6																																																																																								A Savdharia																																																												29.4","A Jaar																																																												28.0																																																																																								G Alcantara																																																												28.0"
Lake Highland Prep MZ,Ravenwood KM,Bob Dolan,Con,"T Zhang																																																												28.0																																																																																								A Mathur																																																												28.1","A Kumar																																																												29.0																																																																																								N Mukerji																																																												28.5"
Fairmont Prep GT,Sequoyah KN,Miguel Harvey,Pro,"W Tsai																																																												28.3																																																																																								R Gupta																																																												28.4","N Ndaye																																																												27.0																																																																																								L Knocke																																																												27.6"
West Broward RM,Fairmont Prep YH,JayaSAI Somasundaram,Pro,"V Manzato																																																												30.0																																																																																								R Rajpal																																																												30.0","L Young																																																												30.0																																																																																								M Hyun																																																												30.0"
Lake Mary Prep LM,Revere MS,Bilal Butt,Pro,"B Lott																																																												29.4																																																																																								S Mohring																																																												29.5","A Stano																																																												28.2																																																																																								D Molter																																																												28.1"
Charles W Flanagan SM,New Horizons D.N GC,Stephen Callum,Pro,"J Massa																																																												29.0																																																																																								N Sicot																																																												29.0","L Garcia																																																												27.0																																																																																								R Colon																																																												27.0"
Denver East TK,Kinkaid YZ,Custer Gilchrest,Con,"L Torok																																																												29.5																																																																																								A Kirkland																																																												29.1","W Zhang																																																												30.0																																																																																								C Yang																																																												30.0"
Lake Highland Prep KY,Sequoyah AG,Gabriel De Tuya,Pro,"S Kasi																																																												28.9																																																																																								F Yong																																																												29.2","A Glover																																																												28.7																																																																																								Z Ambriz-Villela																																																												28.5"
Edina SJ,Strake Jesuit  HG,Andy Stubbs,Pro,"R Jiang																																																												30.0																																																																																								J Shapiro																																																												29.9","L Holmes																																																												29.0																																																																																								D Guo																																																												29.6"
Spanish River PW,Strake Jesuit  CM,Sohail Jouya,Con,"L Williams																																																												25.2																																																																																								L Perez																																																												25.3","R Merchant																																																												25.7																																																																																								J Chow																																																												28.1"
Sequoyah CB,Mountain Brook HB,Gabriel De Tuya,Con,"T Cook																																																												28.1																																																																																								T Barber																																																												28.0","M Hyde																																																												28.5																																																																																								J Burnette																																																												26.5"
Christopher Columbus AS,Pine View KG,Turner Loesel,Pro,"J Alonso																																																												29.0																																																																																								J Sacher																																																												28.0","B Kuskin																																																												27.5																																																																																								Z Gibson																																																												27.0"
Taravella TT,South Plantation PP,Kiran Raja,Pro,"J Thelot																																																												28.5																																																																																								C Tejada espinoza																																																												28.5","N Parsotan																																																												28.0																																																																																								A Pierre																																																												27.5"
Ft Lauderdale OS,Charlotte Latin WS,Donovan Spall,Con,"A Santana																																																												29.0																																																																																								M Orta																																																												29.5","N Willett																																																												30.0																																																																																								R Shan																																																												29.5"
Pembroke Pines Charter SG,Mountain Brook LH,Neo Curry,Con,"K Garcia																																																												28.3																																																																																								S Srinivasan																																																												28.3","P Hahn																																																												29.8																																																																																								S Li																																																												29.3"
Cary HZ,Marist HF,Charlie Jackson,Pro,"E Zhang																																																												28.5																																																																																								F Hu																																																												29.3","W Fligg																																																												27.7																																																																																								M Horne																																																												27.3"
New Horizons D.N DV,NSU AR,Mike Wascher,Con,"D Diaz																																																												26.0																																																																																								G Vinals																																																												26.0","M Riofrio																																																												28.0																																																																																								I Arias																																																												27.5"
Charles W Flanagan AP,Spanish River SL,Dylan Burke,Pro,"J Perez																																																												29.0																																																																																								C Amoro																																																												29.0","M Siegel																																																												28.3																																																																																								M Landau																																																												28.3"
Mountain Brook LS,Stoneman Douglas CT,Miguel Harvey,Pro,"W Long																																																												27.9																																																																																								s steiner																																																												27.8","P Tallapaneni																																																												27.2																																																																																								M Chhabra																																																												27.4"
Timber Creek AB,Stoneman Douglas LD,Sophia Rubinstein,Pro,"C Belen																																																												28.3																																																																																								A Arzuaga																																																												28.8","L Dinh																																																												28.0																																																																																								N Litenski																																																												28.0"
Chantilly DN,Kinkaid TL,Donovan Spall,Pro,"V Nanduri																																																												30.0																																																																																								E Dandamudi																																																												29.5","J Lara																																																												29.0																																																																																								R Tang																																																												29.5"
Oxbridge Academy of the Palm Beaches PD,Denver East MC,Matthew Mapa,Con,"N Prentice																																																												30.0																																																																																								S Derrin																																																												30.0","G Mugford																																																												30.0																																																																																								R Cavens																																																												30.0"
Horizon CD,Vestavia Hills LF,Bilal Butt,Con,"C Deibis																																																												27.9																																																																																								A Castillo																																																												27.8","T Li																																																												28.6																																																																																								Z Farooqui																																																												28.7"
Sequoyah RJ,NSU DH,Nicolas Cuesta,Pro,"C Johnson																																																												28.0																																																																																								S Rios																																																												28.0","S Dell																																																												30.0																																																																																								K Hernandez																																																												30.0"
Cary LJ,L C Anderson MS,,"Pro BYE																									Con FFT","Pro BYE																									Con FFT",
L C Anderson AY,Cypress Bay MS,,"Pro FFT																									Con BYE","Pro FFT																									Con BYE",
