Aff,Neg,Judges,Votes,Result
Boston Latin MT,St Mary's Hall TC,"Tanner Jones																																		Charlie Jackson																																		Finn Andersen","Aff																												Neg																												Neg","2-1																															NEG"
Edina SJ,Lambert KS,"Jack Merkel																																		Alessandro Perri																																		Tao Song","Aff																												Aff																												Aff","3-0																															AFF"
Acton-Boxborough BG,Summit JT,"Samuel Sun																																		Ximena Bustillo																																		Nibhan Akbar","Neg																												Aff																												Aff","2-1																															AFF"
Blake DU,Summit AC,"Lan Zheng																																		Zhong Chen																																		Maggie Sullivan","Neg																												Neg																												Aff","2-1																															NEG"
