Aff,Neg,Judges,Votes,Result
Edina SJ,Summit AC,"Finn Andersen																																		Jack Merkel																																		Renee Wehrle","Aff																												Aff																												Aff","3-0																															AFF"
Acton-Boxborough BG,St Mary's Hall TC,"Andrea Davila																																		Samuel Sun																																		Alessandro Perri","Aff																												Aff																												Neg","2-1																															AFF"
