Pro,Con,Judges,Votes,Win
Strath Haven SZ,Bronx Science AM,"Lauren Cocroft																																						Amit Kumar																																						Anne Albert","Con																															Pro																															Pro","2-1																															PRO"
Horace Mann PJ,Bronx Science AuCa,"Xin Yi																																						William Liyuan																																						Lorenzo Cupido","Pro																															Con																															Con","2-1																															CON"
Bronx Science BM,Strath Haven DF,"Joanna Gorin																																						Ling Bai																																						Pablo Moreno-Lopez","Pro																															Pro																															Con","2-1																															PRO"
JR Masterman AS,Regis AL,"Maria Jones																																						Meredith Vorndran																																						Sophie Lin","Pro																															Pro																															Pro","3-0																															PRO"
