Pro,Con,Judges,Votes,Win
Flower Mound BS,Edina JS,"Nate Kruger																																		Eli Glickman																																		Elliot Beamer","Con																												Con																												Con","3-0																															CON"
Flower Mound MK,Leland XH,"Kyle Kishimoto																																		Rohit Jhawar																																		Hamed Hekmat","Con																												Pro																												Pro","2-1																															PRO"
Saratoga GJ,College Prep HP,"Jon Rhodes																																		Ananth Menon																																		Shaheer Sandhu","Con																												Con																												Pro","2-1																															CON"
Mission San Jose VP,Flintridge Prep ZV,"Kelly Zinn																																		Callum Theiding																																		Cayman Giordano","Con																												Pro																												Pro","2-1																															PRO"
