Aff,Neg,Judges,Votes,Win
King CP,BASIS Independent Silicon Valley SK,"Cyrus Jackson																																		Matthew St-Germain																																		Bennett Dombcik","Neg																												Neg																												Neg","3-0																															NEG"
Isidore Newman EE,Proof DR,"Eric Schwerdtfeger																																		Gene Bressler																																		Lily Zeleny","Aff																												Neg																												Neg","2-1																															NEG"
