Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Millburn LH,Princeton AS,Tom Evnen,Neg,28.5,29.4
Lake Highland Prep PS,Lexington NW,Vladimir Pavlov,Aff,29.5,27.0
Sage Oak Charter AK,Cary Acad RR,Eva Lamberson,Aff,29.2,29.1
Strake Jesuit  JW,Cary Acad SH,Emily Shang,Aff,29.0,28.5
Harrison RP,Newark Tech JA,Zi Wang,Aff,29.0,27.5
Stuyvesant GC,University IT,Jack Liu,Aff,27.8,27.1
GHS LW,Southlake Carroll AS,Jack Booth,Aff,29.2,29.1
Los Altos AK,Acton-Boxborough NK,Vik Maan,Aff,29.9,28.5
Stuyvesant BH,Southlake Carroll TY,Noor Lima Boudakian,Neg,28.2,29.0
L C Anderson NW,Hunter LR,Revathi Kudukoli,Aff,28.5,27.8
Walt Whitman HZ,Southlake Carroll GD,Rohit Dayanand,Aff,29.1,28.7
Millburn ST,Ridge SG,Nora Sissenich,Aff,29.8,29.6
Monta Vista EY,Harrison JG,Grant Brown,Neg,28.9,29.0
Westridge TW,Stuyvesant HJ,Dahlia Bekong,Aff,29.5,28.0
Harrison JB,Christopher Columbus ND,Tom Evnen,Aff,29.2,29.0
Livingston EP,Bronx Science JJ,Grant Brown,Neg,28.0,28.5
Edgemont SU,Thomas Jefferson HSST AA,Jeff Wolf,Neg,27.0,28.8
Harrison AN,Lake Highland Prep NA,Eugene Toth,Neg,28.0,28.1
Lake Highland Prep SV,Brearley MH,Chetan Hertzig,Aff,28.7,28.4
Thomas Jefferson HSST GS,Centennial HS (MD) BC,Ilias Papageorgiou,Aff,28.5,27.7
Thomas Jefferson HSST AG,Lake Highland Prep VS,Noor Lima Boudakian,Aff,29.0,28.8
Lawrenceville MM,La Salle TP,Hetal Patel,Neg,27.8,27.9
Phillips Academy Andover DB,Stuyvesant EM,Nora Sissenich,Aff,28.0,27.9
William G. Enloe PD,American Heritage Palm Beach CW,Rose Larson,Neg,28.3,28.4
Strake Jesuit  NW,Lexington AT,William Freedman,Aff,28.9,28.4
Millburn SN,Lexington RL,Jose Rivera,Neg,27.2,27.8
Arizona WC,Christopher Columbus MM,Raunak Dua,Neg,28.6,28.7
Stuyvesant YL,Newark Science AL,Jessie Pein,Neg,29.0,29.2
Phoenix Country Day KG,Newark Tech JO,Vladimir Pavlov,Aff,28.0,27.9
Lake Highland Prep HL,Cary Acad AH,Jack Booth,Aff,29.3,28.8
Lake Washington AC,Collegiate ND,Michelle Dai,Neg,27.6,28.8
Bronx Science KL,Millburn RH,Eva Lamberson,Neg,27.4,27.6
Lake Highland Prep SS,Lawrenceville TH,Samantha McLoughlin,Neg,28.4,28.7
Brearley IC,Prospect ST,Jessie Pein,Neg,29.0,30.0
Lake Highland Prep AR,Cary Acad RL,Ashley Murphy,Aff,29.5,29.1
Newark Science MM,University KF,Charles Zenhausern,Neg,28.8,29.3
Harrison BK,Washington-Liberty DM,Tajaih Robinson,Neg,28.4,28.5
Mountain lakes high EW,Horace Greeley AM,Rose Larson,Neg,28.4,28.5
Livingston SG,Cary Acad SM,Jarvis Xie,Neg,28.6,28.4
Harrison AG,Ridge RD,Emily Shang,Neg,29.2,29.7
Summit MR,Holy Trinity Episcopal RP,Shruti Narayanabhatla,Neg,28.7,29.4
Harrison BS,La Salle JJ,Zi Wang,Aff,29.0,28.9
Scarsdale DH,Germantown YK,Raunak Dua,Aff,29.2,28.6
Isidore Newman AB,Lake Highland Prep WH,Samantha McLoughlin,Neg,28.8,28.9
Mamaroneck SS,Summit CC,Nicholas Ford,Aff,28.8,28.4
Scarsdale IA,Amador Valley EM,Jarvis Xie,Neg,28.3,29.2
Cary Acad DH,San Mateo YR,Ashley Murphy,Neg,28.5,28.7
Horace Greeley SG,Ridge ZC,Chetan Hertzig,Aff,28.5,28.3
Vestavia Hills AS,Durham KM,Charles Zenhausern,Neg,28.8,29.1
Hunter SO,East Chapel Hill AX,Shruti Narayanabhatla,Neg,28.9,29.2
Phoenix Country Day SC,La Salle RR,Chaz Espinal Wyche,Aff,27.6,27.5
Thomas Jefferson HSST NK,Stuyvesant SM,Bob Yang,Aff,28.0,27.9
Cary Acad RM,Durham SA,Eugene Toth,Neg,28.0,28.6
L C Anderson LS,La Salle XP,William Freedman,Aff,28.3,28.1
Durham PA,Scarsdale JK,Chaz Espinal Wyche,Aff,28.7,28.0
Harrison SR,Lexington SF,Ilias Papageorgiou,Neg,28.0,28.5
Isidore Newman HN,Cary Acad PL,Tajaih Robinson,Aff,28.8,28.4
Barrington AC,Southlake Carroll DS,Rohit Dayanand,Aff,29.3,28.7
