Pro,Con,Judges,Votes,Win
Flower Mound IM,Southlake Carroll BS,"Atul Kapoor																																						Pranav Kasibhatla																																						Kanza Jafri","Pro																															Pro																															Pro","3-0																															PRO"
Plano West LK,Plano West PC,,Plano West LK advances,Plano West LK advances
