Pro,Con,Judges,Votes,Win
Jasper BR,Plano West LK,"Shelly Bedard																																						Anthony Brown																																						Robert Hazlewood","Con																															Con																															Con","3-0																															CON"
Flower Mound IM,Collegiate WA,"Atul Kapoor																																						Abhijeet Chachad																																						Pranav Kasibhatla","Pro																															Pro																															Pro","3-0																															PRO"
Southlake Carroll BS,Southlake Carroll DT,,,
Plano West AV,Plano West PC,,Plano West PC advances,Plano West PC advances
