Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Meadows KK,Harvard-Westlake FSe,Joseph Barquin,Neg,28.5,28.6
Peninsula ES,Sage Hill LZ,Adarsh Agrawal,Neg,28.4,28.5
Immaculate Heart CJ,Marlborough DK,Elizabeth Talavera,Neg,27.6,28.9
Lynbrook OM,Harvard-Westlake JT,Norma Delgado,Aff,29.4,29.0
Marlborough LS,Loyola TH,Adam Mimou,Aff,28.8,28.6
Peninsula AY,Lynbrook NM,Joseph Barquin,Aff,29.4,29.2
Harvard-Westlake SB,Loyola ED,Maanik Chotalla,Neg,28.3,28.7
Marlborough SM,Immaculate Heart BS,Manank Doshi,Neg,27.8,28.6
Peninsula AI,Coral Academy of Science Las Vegas ZK,Victor Jih,Aff,29.0,28.7
Immaculate Heart AE,Loyola KO,Jasmin Vicente,Aff,29.0,28.5
Marlborough CS,Brophy VW,Jared Burke,Aff,28.8,28.5
Brophy TJ,BASIS Scottsdale TK,Adarsh Agrawal,Aff,29.6,29.5
Meadows GZ,Immaculate Heart IZ,Hannah Crowell,Neg,28.0,28.2
Peninsula SU,Lynbrook VV,Vontrez White,Aff,29.4,29.3
Monta Vista HL,Harvard-Westlake LS,Emmelyne Lay,Aff,28.8,29.2
BASIS Scottsdale JV,Immaculate Heart MF,David Martinez,Neg,28.9,29.0
Loyola UT,Monta Vista EY,Elvis Pineda,Neg,29.2,29.4
Bishop Gorman ME,Marlborough SS,Claudia Ogarrio Hernandez,Neg,27.6,28.7
Peninsula BS,Marlborough SMo,David Dosch,Aff,28.8,28.7
Peninsula DN,Marlborough SK,Emmelyne Lay,Aff,28.8,28.6
Harvard-Westlake BC,Meadows TB,David Martinez,Neg,28.9,29.0
Harvard-Westlake AS,Loyola EM,Jared Burke,Aff,29.1,28.7
Peninsula WW,Marlborough RB,Vontrez White,Neg,29.2,29.3
Peninsula AL,Loyola TG,Manank Doshi,Aff,29.3,29.2
Arizona  WC,Harvard-Westlake DB,Asia Thomas,Neg,29.9,30.0
Lynbrook BZ,OCSA IL,Adam Mimou,Aff,29.2,29.4
Peninsula EE,Marlborough SW,Asia Thomas,Neg,27.0,27.5
Monta Vista SC,Arizona  DH,Elizabeth Talavera,Neg,28.1,28.8
Sage Hill AJ,Brophy MS,Victor Jih,Aff,28.9,28.7
Palo Verde ZB,Immaculate Heart OA,Hannah Crowell,Aff,28.0,27.5
Peninsula KT,Loyola NF,Norma Delgado,Aff,29.2,28.8
Peninsula KN,Brophy YS,Elvis Pineda,Neg,29.2,29.4
Loyola RV,Dublin AG,David Dosch,Neg,28.9,29.0
Bishop Gorman SJ,Loyola MT,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
Marlborough JG,,,Aff BYE,Aff BYE,
