Pro,Con,Judges,Votes,Win
Plano West AB,Lincoln-Sudbury KH,"Camilla Green																																						Jenna Hong																																						Maria Xu																																						Molly Callaghan																																						Pranav Moudgalya																																						Inko Bovenzi																																						Nir Amin","Pro																															Pro																															Pro																															Pro																															Pro																															Con																															Con","5-2																															PRO"
