Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Meadows TB,Winston Churchill MH,Christian Bohmer,Aff,28.9,28.6
Colleyville Heritage CB,Immaculate Heart NH,Joseph Hong,Neg,28.7,29.0
Marlborough CS,Kinkaid CM,Emanuel Vargas,Aff,28.7,28.5
Cabot KB,McNeil NV,Ethan Chen,Aff,29.7,29.5
Winston Churchill TC,Strake Jesuit  MMa,Samantha McLoughlin,Neg,28.4,28.6
Clear Lake CW,Strake Jesuit  AY,Ian Matuszeski,Aff,29.3,29.0
Immaculate Heart FD,Peninsula EE,Quentin Clark,Aff,27.9,28.0
Harker SS,Greenhill VT,parker hamstra,Neg,29.2,29.3
Loyola UT,Westwood DV,Bryce Sheffield,Neg,28.9,29.0
Immaculate Heart ES,Southlake Carroll AB,Jacob Nails,Aff,29.0,28.7
Awty International DR,Loyola MT,Ian Matuszeski,Neg,29.0,29.1
Harker ID,Strake Jesuit  JW,Avery Wilson,Aff,29.3,29.2
Westwood TG,Immaculate Heart OG,Dylan Liu,Aff,28.6,28.5
Greenhill OG,Immaculate Heart CJ,Chris Castillo,Aff,28.8,29.0
Marlborough SM,Plano West AR,Adam Lipton,Neg,28.7,28.9
Little Rock Central GT,Westwood AU,Amanda Ciocca,Neg,29.5,29.2
Harker TP,Loyola ED,Pranav Sreenivas,Aff,29.4,28.9
Clear Lake RZ,Harker RG,Adam Torson,Aff,29.4,29.3
Plano West SG,Greenhill AK,Nate Watkins,Aff,29.6,29.3
Harvard-Westlake DB,Greenhill MA,Nigel Taylor-Ward,Neg,29.0,29.1
University AH,Harvard-Westlake MR,Tim Alderete,Neg,27.4,28.0
Greenhill DM,Marlborough OO,Adam Lipton,Neg,28.8,29.0
Westwood AP,Marlborough ALo,Christian Bohmer,Neg,28.5,28.7
Marlborough AK,Sonoma AM,Patrick Fox,Aff,28.8,28.7
Southlake Carroll IM,Marlborough DK,Claudia Ribera,Neg,29.0,29.2
Strake Jesuit  NF,Westwood DR,Riley Rees,Neg,28.4,28.5
BASIS Silicon Valley JK,Strake Jesuit  BB,William Liu,Neg,29.4,29.3
Marlborough AM,Millard North KB,Ava Wegmann-Gatarz,Aff,29.5,28.3
Harker ASa,Harvard-Westlake OF,Adam Torson,Aff,29.2,29.1
Harvard-Westlake KM,Coppell ZM,Alice Waters,Aff,29.3,28.7
Southlake Carroll SK,Greenhill SK,Claudia Ribera,Neg,28.9,30.0
BASIS Silicon Valley VP,Immaculate Heart AE,William Liu,Aff,29.5,29.0
Elkins SS,Greenhill AG,Alice Waters,Aff,28.9,28.8
St Thomas CO,Loyola JR,Samantha McLoughlin,Aff,28.8,28.2
Strake Jesuit  MM,Harker AS,Pranav Sreenivas,Aff,29.6,28.9
Marlborough RB,Harker GN,Elizabeth Elliott,Aff,28.9,28.8
Strake Jesuit  SW,Greenhill EX,Nate Watkins,Aff,28.9,28.8
Westwood AT,Jordan AT,Nigel Taylor-Ward,Aff,29.0,28.8
Barrington AC,Rock Hill TI,Patrick Fox,Aff,29.2,28.9
Harvard-Westlake SB,Westwood SM,Amanda Ciocca,Aff,29.5,29.4
Greenhill AN,Plano West NS,Emanuel Vargas,Neg,28.7,28.9
Marlborough LS,Harvard-Westlake LS,Tim Alderete,Neg,28.4,28.9
Portola JL,McNeil AS,Ethan Chen,Neg,29.4,30.0
Harker SG,Marlborough LF,Elizabeth Elliott,Neg,28.9,29.1
Westwood AV,Jordan AS,Niko Sims,Aff,28.4,28.3
Harker LC,Little Rock Central CS,Em Jackson,Neg,29.0,29.4
Plano West RC,Little Rock Central YH,Aadi Patil,Aff,29.6,28.7
Loyola TH,Strake Jesuit  LC,Bryce Sheffield,Aff,29.3,28.7
