Pro,Con,Judges,Votes,Win
Bronx Science BM,Carrollton SB,"Noah Shafer																																						Thomas Curran																																						Byunghyun Jang","Con																															Pro																															Pro","2-1																															PRO"
Albuquerque MD,Carrollton YW,"Zach Dyar																																						Nick Rezza																																						Sanjeev Kumar","Pro																															Pro																															Pro","3-0																															PRO"
Richland BR,Bronx Science MN,"Joel Richmond																																						Lorna Fernandez																																						Srinivas Mandalapu","Con																															Pro																															Pro","2-1																															PRO"
Gulliver Prep IS,Bronx Science BK,"Taylor Nash																																						Elise Matton																																						Donna Garbett","Pro																															Pro																															Con","2-1																															PRO"
