Pro,Con,Judges,Votes,Win
Gulliver Prep IS,Bronx Science AC,"Katie Cole																																						Amy Braquet																																						Donald Broussard","Con																															Pro																															Con","2-1																															CON"
Richland BR,Bronx Science AE,"Elise Matton																																						Hector Doratt																																						Byunghyun Jang","Con																															Pro																															Pro","2-1																															PRO"
Albuquerque MD,Patrick F. Taylor Science and Tech AH,"Zach Dyar																																						Donna Garbett																																						Jameel Sneed","Pro																															Con																															Con","2-1																															CON"
Oxford JS,Bronx Science BM,"Joel Richmond																																						Nick Rezza																																						Andrew Johnson","Pro																															Pro																															Con","2-1																															PRO"
Homewood-Flossmoor MD,Midtown MB,"Tatianna Palaguina																																						Jordana Bales																																						Srinivas Mandalapu","Con																															Con																															Con","3-0																															CON"
Rock Hill SK,Bronx Science GM,"Gabrielle Smith																																						Cade Savoy																																						Kieran Kelly","Con																															Con																															Con","3-0																															CON"
Bronx Science TT,Homewood-Flossmoor SB,"Robert Holmes																																						Will Hobson																																						Thomas Curran","Pro																															Con																															Pro","2-1																															PRO"
Bronx Science MS,Bronx Science HZ,,Bronx Science HZ advances,Bronx Science HZ advances
