Pro,Con,Judges,Votes,Win
Midtown MB,Bronx Science TT,"Gabrielle Smith																																						Cade Savoy																																						Arjun Patil","Con																															Con																															Con","3-0																															CON"
Bronx Science HZ,Bronx Science GM,,Bronx Science HZ advances,Bronx Science HZ advances
