Aff,Neg,Judges,Votes,Win
St Thomas CO,Plano West AR,"Jamie Hao																																						Jessica Dickey																																						Aaron Barcio","Aff																															Aff																															Aff","3-0																															AFF"
Acton-Boxborough NK,McNeil AS,"Austin Broussard																																						Nathan Gong																																						Ryan Graham","Neg																															Aff																															Neg","2-1																															NEG"
