Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Harrison FW,Greenhill EX,Kumail Zaidi,Neg,29.3,29.4
Westwood AU,American Heritage Broward ZC,Luke Schooler,Neg,28.6,29.6
Strake Jesuit  MZ,Horace Greeley SG,Ethan Chen,Neg,29.2,29.7
Horace Greeley CC,Strake Jesuit  SR,Callum Theiding,Neg,29.3,29.4
Auburn EF,Mountain Brook JB,Mari Hirano-Kang,Neg,23.0,27.0
Montgomery DM,Dougherty Valley SL,Jim Sydnor,Neg,28.0,28.7
Vestavia Hills VZ,Westwood AT,Kush Vijapure,Aff,29.6,29.5
New Orleans Charter Science And Math JW,Cypress Bay SS,Brice Ezell,Aff,28.8,28.5
Northview JZ,Berkeley Carroll JH,Emilio Garza,Aff,29.2,29.0
Marvin Ridge GF,Immaculate Heart NH,Dan Bagwell,Neg,28.2,28.7
St Andrew's Episcopal MK,Westwood SM,Spencer Swickle,Neg,28.6,28.7
Flintridge Prep CX,Durham GW,Aerin Engelstad,Aff,28.9,28.8
Bronx Science LS,Lynbrook VV,Joey Antonelli,Neg,29.5,29.6
Loyola ED,Midtown PC,Tyler Thur,Aff,29.3,28.6
Harrison SE,Immaculate Heart ES,Joey Antonelli,Neg,29.3,29.9
Pacific American VK,Altamont MF,Jackson White,Aff,29.9,27.0
Cary Acad RP,Lexington AL,Garrett Bishop,Aff,29.0,28.8
Bronx Science KL,Auburn TL,William Mathison,Neg,29.1,29.3
Madison Central LK,Eastside NS,Rich Simon,Aff,29.0,28.0
Harvard-Westlake KM,BASIS Silicon Valley YS,Aidan Etkin,Aff,29.7,29.6
Harker SS,Isidore Newman DC,Laurel Pack,Aff,28.8,28.7
Lassiter AC,West Des Moines Valley DN,Anthony Berryhill,Aff,29.8,29.2
St Thomas CO,Lynbrook OM,Spencer Swickle,Neg,29.2,29.8
Bellaire ER,Southlake Carroll IM,Brett Fortier,Neg,28.1,28.4
Southlake Carroll AB,Franklin RL,Eva Lamberson,Aff,28.4,28.2
Strath Haven NS,American Heritage Palm Beach NI,Aidan Etkin,Neg,28.3,28.4
Brophy KL,Greenhill AK,David Asafu-Adjaye,Neg,28.5,29.2
Edgemont AG,Plano West SG,Jordan Keller,Neg,29.2,29.4
Marlborough LF,Greenhill VT,Jharick Shields,Aff,29.7,29.5
Holy Trinity Episcopal CH,Ardrey Kell RS,Sarang Arun,Aff,28.5,28.0
King DS,BASIS Chandler WI,Chris Theis,Neg,27.0,28.4
Stuyvesant YL,Awty International DR,Patrick Fox,Neg,28.8,28.9
Dougherty Valley SV,Lynbrook BZ,Adam Torson,Neg,28.9,29.2
BASIS Scottsdale JV,American Heritage Broward CA,Deena McNamara,Aff,29.5,28.5
Dougherty Valley PN,Southlake Carroll SK,Shreeram Modi,Aff,28.9,28.8
Cary Acad LM,Peninsula DN,Callum Theiding,Aff,28.9,28.6
Lexington NP,New Orleans Charter Science And Math DN,Chloe Wolf,Aff,29.5,29.2
Arizona Chandler Independent SZ,Awty International AZ,Brian Son,Neg,28.6,28.8
Brophy NR,Harker AP,Dan Bagwell,Neg,29.2,29.4
Elkins SS,Brearley IM,Shreeram Modi,Neg,28.7,28.8
Trinity Prep CK,Marvin Ridge AM,Sanming Xiang,Aff,28.4,28.0
Park Vista CN,New York State Independent AS,Aerin Engelstad,Neg,28.5,28.6
Hawken BM,Peninsula JE,Reese Potash,Aff,28.5,28.4
Acton-Boxborough NK,McNeil NV,Jackson White,Neg,29.5,29.6
