Aff,Neg,Judges,Votes,Win
West HS SLC LM,Marlborough OO,"Nate Tanner																																						Myra Hicks																																						Aubrie Powers","Aff																															Aff																															Neg","2-1																															AFF"
Marlborough LF,Marlborough SM,,Marlborough SM advances,Marlborough SM advances
