Pro,Con,Judges,Votes,Win
St Luke's GG,Strake Jesuit  ZG,"Bilal Butt																																						Sophia Gustafson																																						isaac appel																																						Christian Vasquez																																						Jordana Bales","Con																															Pro																															Con																															Con																															Con","4-1																															CON"
