Pro,Con,Judges,Votes,Win
Saratoga JG,Southlake Carroll RY,"Sophia Gustafson																																						Henry Nomeland																																						Matthew Sebastian","Con																															Pro																															Pro","2-1																															PRO"
Delbarton CE,Iowa City West EK,"David Levin																																						Neo Curry																																						Cecilia Granda-Scott","Con																															Con																															Pro","2-1																															CON"
Seven Lakes ML,St Luke's GG,"Zach Dyar																																						isaac appel																																						Katheryne Dwyer","Con																															Con																															Con","3-0																															CON"
Strake Jesuit  ZG,Strake Jesuit  SZ,,Strake Jesuit  ZG advances,Strake Jesuit  ZG advances
