Pro,Con,Judges,Votes,Win
Delbarton CE,JR Masterman AC,"Gavin Serr																																						Cecilia Granda-Scott																																						Utkarsh Mohta","Pro																															Pro																															Con","2-1																															PRO"
Montgomery Blair LT,Strake Jesuit  ZG,"Joshua Enebo																																						Katheryne Dwyer																																						Yihua Gong","Con																															Con																															Con","3-0																															CON"
Leland LR,Seven Lakes ML,"David Levin																																						Veer Prakash																																						Jalyn Wu","Con																															Con																															Con","3-0																															CON"
NSU AT,St Luke's GG,"David Engstrom																																						Theo Datta																																						Liz Scott","Con																															Con																															Pro","2-1																															CON"
Bergen County Academies SL,Strake Jesuit  SZ,"Bob Shurtz																																						Sophia Wang																																						Alexander Sun","Con																															Con																															Con","3-0																															CON"
Iowa City West EK,Blake CK,"Andy Stubbs																																						Kasandra Lambert																																						Luke Cumbee","Pro																															Con																															Pro","2-1																															PRO"
Langley CR,Saratoga JG,"Noah Mengisteab																																						Harita Mehta																																						Jules Gibson","Pro																															Con																															Con","2-1																															CON"
Southlake Carroll RY,Southlake Carroll KB,,Southlake Carroll RY advances,Southlake Carroll RY advances
