Aff,Neg,Judges,Votes,Win
Midtown PC,Harrison JB,"Blake Ziegler																																						Temitope Ogundare																																						Mark Kivimaki","Neg																															Neg																															Neg","3-0																															NEG"
Delores Taylor Arthur JB,Memorial MG,"Chetan Hertzig																																						Elizabeth Elliott																																						Curtis Ortega","Aff																															Aff																															Aff","3-0																															AFF"
Harrison JG,Harrison AG,,Harrison JG advances,Harrison JG advances
Harrison FW,Harrison BS,,Harrison FW advances,Harrison FW advances
