Pro,Con,Judges,Votes,Win
Southlake Carroll RY,Cranbrook SW,"Doug Husic																																		Mishaal Said																																		Jay Villanueva","Con																												Pro																												Con","2-1																															CON"
Belvidere North KB,DebateDrills CJ,"Jonathan Daugherty																																		Christopher Bryant																																		Evan Bubniak","Con																												Pro																												Con","2-1																															CON"
Interlake LL,Potomac LP,"Sherry Becker																																		Matthew Metzner																																		Ben Darnell","Con																												Con																												Con","3-0																															CON"
Interlake JG,Interlake LS,,Interlake JG advances,Interlake JG advances
