Pro,Con,Judges,Votes,Win
Ravenwood KM,Southlake Carroll RY,"Jay Richardson																																		Christopher Bryant																																		Doug Husic","Con																												Con																												Con","3-0																															CON"
Dexter DD,DebateDrills CJ,"Evan Bubniak																																		Preeti Kumar																																		Matthew Metzner","Pro																												Con																												Con","2-1																															CON"
Dexter BR,Interlake LL,"Joanne Parker																																		Sherry Becker																																		Kenneth Ogden","Pro																												Con																												Con","2-1																															CON"
Potomac LP,Dexter RS,"Jonathan Daugherty																																		Allison Su																																		Mridul Prasad","Pro																												Con																												Pro","2-1																															PRO"
Dexter CP,Belvidere North KB,"Molly Miller																																		Zhihan Ji																																		Meera Rajaram","Con																												Con																												Con","3-0																															CON"
Saline JK,Cranbrook SW,"Joseph-Charles D'Antuono																																		Navya Simha																																		MacKenzie Gabriel-Lazette","Con																												Con																												Con","3-0																															CON"
Saline CO,Interlake LS,"N Macharias																																		Ben Walter																																		Debora Marsh","Pro																												Con																												Con","2-1																															CON"
Interlake JG,,,,
