Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Carnegie Vanguard LH,Sage Oak Charter AK,Samantha McLoughlin,Neg,29.1,29.2
L C Anderson NW,Westwood AS,Cale McCrary,Aff,30.0,26.0
Monta Vista KR,James Bowie BR,Jack Quisenberry,Aff,29.5,28.8
Greenhill PS,Westwood RK,Samantha McLoughlin,Aff,28.5,28.4
Greenhill PR,McNeil AS,michael reichle,Neg,28.5,29.0
Greenhill MA,Garland MY,dylan jones,Aff,28.7,28.0
Trinity Prep AD,Strake Jesuit  AS,Lydia Wang,Neg,28.5,28.7
Stephen F Austin EN,Claudia Taylor Johnson AM,Nathan Gong,Aff,28.7,28.3
Strake Jesuit  MMa,Claudia Taylor Johnson JA,Blake Andrews,Neg,28.8,29.0
Strake Jesuit  SQ,St Mary's Hall AA,Aaron Barcio,Aff,29.5,28.0
McNeil KJ,Rouse LR,Stephen Scopa,Aff,28.2,27.5
Greenhill SK,Winston Churchill JK,Dominic Henderson,Aff,29.6,28.9
Garland HN,McNeil PB,Alfonso Arreola,Neg,27.9,28.1
Heights EP,Northland Christian LM,Temitope Ogundare,Aff,29.3,29.0
Strake Jesuit  TN,Village HL,Truman Le,Neg,28.1,28.2
Strake Jesuit  BS,Greenhill AKe,Elmer Yang,Neg,28.6,29.1
Westlake BR,Isidore Newman JD,Blake Andrews,Aff,29.0,27.0
Seven Lakes GX,Woodlands AH,Carrie Reavis,Neg,28.0,29.0
Jasper RC,Cary Acad DH,Austin Broussard,Neg,29.0,29.5
Woodlands ML,Garland AJ,Hunniya Ahmad,Aff,28.7,28.6
Ronald Reagan AH,Northland Christian AH,Parker Traxler,Neg,28.8,29.1
Strake Jesuit  SH,Clear Springs EG,Nelson Okunlola,Neg,28.7,29.0
Claudia Taylor Johnson MP,Westwood OA,Rahul Penumetcha,Neg,28.0,28.6
Strake Jesuit  LC,Greenhill AK,Aly Mithani,Neg,28.0,29.5
Strake Jesuit  AM,Garland AG,Michael Zhou,Neg,28.5,29.0
McNeil AM,Heights CT,Holden Bukowsky,Aff,28.4,28.3
Claudia Taylor Johnson SG,Langham Creek VN,Elmer Yang,Aff,28.7,28.6
St Mary's Hall SB,Cedar Ridge HW,Ben Duong,Aff,29.1,28.4
Woodlands MI,Sandra Day O'Connor AC,Stephen Scopa,Neg,27.5,28.5
McNeil MY,Memorial IT,Joseph-Charles D'Antuono,Aff,29.1,28.7
Winston Churchill EM,Northland Christian JM,Elizabeth Elliott,Neg,28.7,28.8
Lake Travis AR,Cedar Ridge SV,Carlos Guerra,Aff,29.0,28.5
Westlake CC,San Angelo Central AD,Hunniya Ahmad,Aff,28.5,28.4
Plano East LC,Strake Jesuit  CC,Michael Zhou,Neg,28.4,28.8
Coppell KT,Westlake AH,dylan jones,Neg,28.2,28.3
Tuloso Midway DR,Garland LA,Nelson Okunlola,Neg,28.3,29.2
Memorial CSu,Heights SC,Aly Mithani,Neg,28.4,29.2
Westwood IX,Coppell SK,Bryce Sheffield,Neg,28.4,28.7
American Heritage Broward SS,Stephen F Austin ST,Ishan Rereddy,Aff,29.6,28.4
L C Anderson LS,Lake Travis WB,Ammu Christ,Aff,28.8,28.7
Lake Travis SK,Plano East VR,David Kennedy,Neg,29.9,30.0
Woodlands LB,Lake Travis EG,Phillip Reavis,Neg,29.8,27.5
Jasper AR,Westlake AC,Blake Ochoa,Neg,29.4,29.5
Cy-Fair AS,Westwood AM,Javier Navarrete,Neg,29.1,29.2
San Angelo Central RG,Prospect ST,Jack Quisenberry,Neg,27.8,29.7
Winston Churchill PH,Strake Jesuit  JW,Austin Broussard,Neg,28.5,29.7
Stratford EW,Westwood APu,Cale McCrary,Aff,28.5,27.0
American Heritage Broward AJ,Woodlands RM,Blake Ochoa,Neg,27.8,29.0
L C Anderson MT,Village SZ,Amy Poe,Neg,29.6,29.8
BASIS San Antonio Shavano ZR,Cy-Fair MF,Emma Nguyen,Neg,28.5,28.7
Westwood AP,Lamar AM,Vishal Sivamani,Aff,28.6,28.5
Klein Oak JW,Seven Lakes KL,Lydia Wang,Aff,28.5,28.1
Jordan KV,Westlake PD,Elizabeth Elliott,Aff,28.9,28.5
Memorial EJ,Cy-Fair AM,Temitope Ogundare,Aff,28.5,28.1
