Aff,Neg,Judges,Votes,Win
Cary Acad DH,Harvard-Westlake WL,"Michael Harris																																						Kumail Zaidi																																						Dylan Liu","Neg																															Neg																															Neg","3-0																															NEG"
Greenhill SK,Westlake MR,"Chris Theis																																						Elijah Reisman																																						Brett Cryan","Aff																															Neg																															Aff","2-1																															AFF"
