Aff,Neg,Judges,Votes,Win
Greenhill SK,Harvard-Westlake WL,"Lynne Coyne																																						Rosie Valdez																																						Colton Gilbert																																						David Huston																																						Sara Sanchez","Aff																															Aff																															Aff																															Aff																															Aff","5-0																															AFF"
