Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
West Des Moines Valley DN,Iowa City West VD,Andrew Serrano,Neg,30.0,29.0
Lincoln East JG,Iowa City West FH,Conal Thomas-McGinnis,Neg,28.7,29.5
Lincoln East SP,West Des Moines Valley RS,Andrew Serrano,Neg,29.0,30.0
West Des Moines Valley AM,Theodore Roosevelt IR,Samuel Markley,Aff,29.8,28.0
Washington OR,West Des Moines Valley SS,Victor Thoms,Aff,29.0,28.4
Millard North KB,Johnston AA,Adam Krell,Aff,29.0,27.0
Iowa City West JZ,Edina NR,Ajax Gillis,Neg,25.0,28.0
