Pro,Con,Judges,Votes,Win
Lincoln East AG,Iowa City West AG,"Patrick Pope																																						Sriman Dooshety																																						Abhi Karri","Pro																															Pro																															Pro","3-0																															PRO"
Theodore Roosevelt MM,Lakeville South MB,"Sophia Gustafson																																						Eduardo Magalhaes																																						Elliot Sheaff","Con																															Con																															Pro","2-1																															CON"
Theodore Roosevelt AB,Harrisburg BA,"Kailey Mgrdichian																																						Carl Schimmel																																						Tim Scheffler","Pro																															Pro																															Con","2-1																															PRO"
Millard North GP,Iowa City West ED,"Charlie Timm																																						Dylan Morgan																																						Maddie Cook","Con																															Con																															Con","3-0																															CON"
