Pro,Con,Judges,Votes,Win
Theodore Roosevelt MM,Lakeville North TZ,"Sophia Gustafson																																						Kailey Mgrdichian																																						Carl Schimmel","Pro																															Con																															Pro","2-1																															PRO"
Johnston BQ,Harrisburg BA,"Caleb Rea																																						Maddie Cook																																						Elliot Sheaff","Con																															Con																															Con","3-0																															CON"
Millard North GP,Madison West BC,"Caleb Rea																																						Maddie Cook																																						Elliot Sheaff","Con																															Pro																															Pro","2-1																															PRO"
Sioux Falls Jefferson WH,Iowa City West ED,"Charlie Timm																																						Calvin Goldsberry																																						Brooke Meints","Con																															Con																															Con","3-0																															CON"
Theodore Roosevelt AB,Lincoln East SN,"Patrick Pope																																						Tim Scheffler																																						Becky Juhl","Pro																															Pro																															Pro","3-0																															PRO"
Lakeville South MB,Lakeville North SW,"Sophia Gustafson																																						Kailey Mgrdichian																																						Carl Schimmel","Pro																															Pro																															Pro","3-0																															PRO"
Lincoln East AG,SF Lincoln WW,"Patrick Pope																																						Tim Scheffler																																						Becky Juhl","Pro																															Pro																															Pro","3-0																															PRO"
Iowa City West EA,Iowa City West AG,,Iowa City West AG advances,Iowa City West AG advances
