Aff,Neg,Judges,Votes,Win
Harker AA,Loyola TG,"Jacob Nails																																						Gerard Grigsby																																						Joseph Barquin","Aff																															Aff																															Aff","3-0																															AFF"
Harker TP,Harker SD,,Harker SD advances,Harker SD advances
