Aff,Neg,Judges,Votes,Win
Harker SD,Marlborough AK,"Joey Antonelli																																						Brian Son																																						Calvin Tyler","Aff																															Aff																															Aff","3-0																															AFF"
Loyola TG,Marlborough AM,"Porter Winterton																																						Travis Cochran																																						Allyson Spurlock","Aff																															Neg																															Aff","2-1																															AFF"
Marlborough LS,Harker AA,"Joey Antonelli																																						Brian Son																																						Calvin Tyler","Aff																															Neg																															Neg","2-1																															NEG"
Loyola RV,Harker TP,"Jacob Nails																																						Joseph Barquin																																						Elvis Pineda","Aff																															Neg																															Neg","2-1																															NEG"
