Aff,Neg,Judges,Votes,Win
Strake Jesuit  NW,Harker MK,"David Huston																																		Aaron Timmons																																		Maggie Berthiaume																																		Bob Shurtz																																		Chris Palmer","Aff																												Aff																												Neg																												Aff																												Neg","3-2																															AFF"
