Aff,Neg,Judges,Votes,Win
Prospect ST,San Mateo YR,"Isaac Chao																																		Danielle Dosch																																		David Dosch","Neg																												Neg																												Aff","2-1																															NEG"
Strake Jesuit  NW,Plano Independent AW,"Zachary Siegel																																		Jack McKyton																																		Cyprian Dumas","Neg																												Aff																												Aff","2-1																															AFF"
Strath Haven AM,Marlborough WR,"Anshul Reddy																																		Rafael Sanchez																																		Akshay Manglik","Aff																												Neg																												Aff","2-1																															AFF"
BASIS Peoria PY,Strake Jesuit  KS,"Becca Traber																																		Bennett Dombcik																																		Vik Maan","Neg																												Neg																												Neg","3-0																															NEG"
Coppell HA,Greenhill AK,"Fiker Tesfaye																																		Adesuwa Omoruyi																																		Julia Hunter","Neg																												Neg																												Neg","3-0																															NEG"
Isidore Newman EE,Strake Jesuit  JW,"Hailey Robertson																																		Patrick Fox																																		Kristopher Wallen","Aff																												Neg																												Neg","2-1																															NEG"
Strake Jesuit  JS,Iowa City West NW,"Tajaih Robinson																																		Sreyaash Das																																		Leo Mokriski","Aff																												Aff																												Aff","3-0																															AFF"
Lake Highland Prep HL,Harker MK,"Elijah Smith																																		Temitope Ogundare																																		Chansey Agler","Neg																												Neg																												Aff","2-1																															NEG"
