Pro,Con,Judge,Win,"Pro								Points","Con								Points"
Nova SA,Bronx Science BD,Robert Holmes,Con,"ISugrim																																																												28.1																																																																																								LAlon																																																												28.0","ABorukh																																																												28.9																																																																																								MDoshi																																																												28.5"
Marist HE,Midtown BM,Pamela Childress,Con,"KEscayg																																																												29.3																																																																																								MHorne																																																												29.4","NBrawner																																																												29.2																																																																																								RMackler																																																												29.6"
Bellaire CT,Albuquerque SD,Patrick Taft,Con,"MChen																																																												27.8																																																																																								ETang																																																												28.4","JSanchez																																																												28.5																																																																																								ADevarakonda																																																												28.1"
Duchesne Academy Of The Sacred Heart CC,Cabot GO,Abby Schirmer,Con,"SCastro																																																												28.7																																																																																								SCantu																																																												28.8","SGiese																																																												29.0																																																																																								JOwens																																																												29.1"
Patrick F. Taylor Science and Tech LA,Gulf Breeze BG,Amy Braquet,Con,"LLieu																																																												26.0																																																																																								AAlexeeva																																																												27.0","GBian																																																												28.0																																																																																								OGiberman																																																												29.0"
Bronx Science BG,Gulliver Prep II,Sarah Botsch-McGuinn,Pro,"ABovitz																																																												29.4																																																																																								IGoldfarb																																																												29.5","RIshoof																																																												29.1																																																																																								NIshoof																																																												29.3"
Gulliver Prep SL,Cabot LT,Kamran Mahmood,Con,"TSantoyo Geijo																																																												29.0																																																																																								ALevy Armesto																																																												27.0","LLemaire																																																												28.0																																																																																								CTucker																																																												30.0"
Duchesne Academy Of The Sacred Heart PS,Bronx Science OS,Abby Schirmer,Con,"APangilinan																																																												28.6																																																																																								GSkillern																																																												28.7","IOlenich																																																												28.8																																																																																								VSwarup																																																												28.9"
Midtown BG,Bronx Science KN,Patrick Taft,Pro,"SBhatia																																																												28.6																																																																																								MGupta																																																												28.9","ENikitina																																																												28.5																																																																																								KKim&nbsp;																																																												25.0"
Cabot RA,Midtown LM,Paul Ward,Con,"AAdineh-Kharat																																																												29.7																																																																																								HRobbins																																																												29.8","LLignugaris																																																												29.9																																																																																								JMoye																																																												30.0"
Carrollton LB,Albuquerque TC,Timothy Huth,Con,"ELong																																																												28.9																																																																																								ZBush																																																												28.7","ATutiki																																																												29.0																																																																																								ACarothers																																																												29.1"
Baton Rouge FJ,Mills University Studies CB,Tracy Brown,Pro,"AFinke																																																												27.9																																																																																								AJohnson																																																												27.8","JCooper																																																												27.6																																																																																								CBradford																																																												27.7"
Bronx Science FK,Cabot HR,Jeffrey Miller,Pro,"SFish																																																												28.3																																																																																								BKarlinsky																																																												28.2","TRose																																																												25.1																																																																																								RHicks																																																												25.2"
Christopher Columbus AS,Midtown HS,Paul Ward,Con,"JAlonso																																																												29.8																																																																																								JSacher																																																												29.7","AHyken																																																												29.9																																																																																								CSuazo																																																												30.0"
Carrollton JK,Bellaire LW,Sarah Botsch-McGuinn,Pro,"KKelly																																																												29.5																																																																																								AJohnson																																																												29.4","FLiu																																																												29.1																																																																																								AWang																																																												29.2"
Carrollton HH,Fort Walton Beach RW,Phoebe Chung,Pro,"JHouser																																																												29.0																																																																																								AHawkins																																																												28.0","CRewis																																																												26.0																																																																																								AWard																																																												27.0"
Mills University Studies BM,Cypress Bay RG,Amy Braquet,Con,"MBowman																																																												24.0																																																																																								JMcBride																																																												23.0","EGolitz																																																												25.0																																																																																								MRodriguez																																																												27.0"
Everglades LN,Bellaire LG,Jeffrey Miller,Con,"LLeveille																																																												28.3																																																																																								ANaranjo																																																												27.7","ALiu																																																												28.8																																																																																								IGu																																																												28.5"
Duchesne Academy Of The Sacred Heart BaHe,Bronx Science BC,Robert Holmes,Pro,"OHess																																																												30.0																																																																																								CBalboa																																																												28.5","YBar																																																												28.7																																																																																								SChawla																																																												28.3"
Marist CG,Baton Rouge FK,Phoebe Chung,Con,"VChavez																																																												27.0																																																																																								TGitonga																																																												26.0","VKisamore																																																												29.0																																																																																								JForeman																																																												28.0"
Bellaire SX,St Mary's Dominican KS,Pamela Childress,Con,"AShih																																																												29.7																																																																																								JXia																																																												28.6","SKoneru																																																												29.8																																																																																								ISiddiqui																																																												29.9"
Duchesne Academy Of The Sacred Heart BaHo,Carrollton BZ,Tracy Brown,Con,"ABalderas																																																												28.1																																																																																								AHolifield																																																												28.0","ABrowning																																																												28.6																																																																																								LZimmer																																																												28.7"
,Mills University Studies HW,,Con BYE,Con BYE,
