Aff,Neg,Judges,Votes,Win
Harker AS,OCSA IL,"David Dosch																																						Adam Mimou																																						Sai Karavadi","Aff																															Neg																															Aff","2-1																															AFF"
Harker SSh,Memorial DX,"Anna Myers																																						Brett Cryan																																						Danielle Dosch","Aff																															Aff																															Aff","3-0																															AFF"
