Pro,Con,Judges,Votes,Win
Bergen ZG,Valley Hills BC,"John Luong																																						Victor Chen																																						Zach Dyar","Con																															Con																															Con","3-0																															CON"
Northeast Atlantic Independent PW,Canyon Crest XS,"Sofia Kingston																																						Nuveria Tajammul																																						ritika verma","Pro																															Pro																															Pro","3-0																															PRO"
Bergen Tech YS,City Honors Independent JB,"Kaylyn Kim																																						Kion Manesh																																						Joey Antonelli","Pro																															Pro																															Pro","3-0																															PRO"
Lexington RP,Matthew Munchkin DE,"Michael Siller																																						Chris Young																																						Manish Gupta","Con																															Con																															Con","3-0																															CON"
Laksh NS,Bronx Science AE,"Amelia Ritenour																																						Allison He																																						Jae Kim","Con																															Pro																															Pro","2-1																															PRO"
Lexington LX,Northeast Atlantic Independent WS,"Bo Chen																																						Sujata Tanikella																																						Nuveria Tajammul","Con																															Con																															Con","3-0																															CON"
Bergen BB,Lincoln-Sudbury YS,"Wendy Chen																																						BAOFENG ZHANG																																						Abigael Jakson","Pro																															Pro																															Pro","3-0																															PRO"
Canyon Crest GG,Canyon Crest RW,,Canyon Crest RW advances,Canyon Crest RW advances
