Pro,Con,Judges,Votes,Win
Bronx Science GS,Cary LJ,"Abraham Paik																																		Anna Brent-Levenstein																																		Callan Hazeldine","Pro																												Con																												Pro","2-1																															PRO"
Strake Jesuit  TC,Strake Jesuit  DY,,Strake Jesuit  DY advances,Strake Jesuit  DY advances
