Aff,Neg,Judges,Votes,Win
Strake Jesuit  JW,Greenhill SL,"Samantha McLoughlin																																						Allyson Spurlock																																						Jack Quisenberry","Neg																															Aff																															Aff","2-1																															AFF"
Harker KB,Harker AS,,Harker AS advances,Harker AS advances
