Pro,Con,Judges,Votes,Win
Lexington MS,Potomac SM,"Sky Juinio																																						Zach Fleesler																																						Wyatt Hatfield","Pro																															Pro																															Con","2-1																															PRO"
Strake Jesuit  CM,Nueva ES,"Kaylee Chen																																						Jack Ave																																						Kate Totz","Pro																															Pro																															Pro","3-0																															PRO"
Strake Jesuit  SM,Nueva IR,"Jordan Press																																						Nyla Crayton																																						Michael Hansen","Con																															Con																															Con","3-0																															CON"
Nueva DY,Strake Jesuit  LH,"Jeffrey Miller																																						Noah Mengisteab																																						Mary Beth Armstrong","Con																															Con																															Con","3-0																															CON"
