Pro,Con,Judges,Votes,Win
Regis GG,Bronx Science BG,"James Bailey																																						Patrick Yi																																						Akilah Akridge","Con																															Con																															Pro","2-1																															CON"
St Luke's MW,Regis FM,"Alice Auth																																						Tanny Chang																																						Rena Nigam","Con																															Con																															Pro","2-1																															CON"
